,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,221,237,241,344,347,412,415,581,582,551
Diluted Weighted Avg Shares,225,241,246,328,353,399,420,579,591,582
Basic Weighted Avg Shares,217,233,238,319,345,390,413,571,583,575
Revenue per Share,50.18,71.17,95.55,127.24,140.30,154.05,180.51,194.69,216.15,251.30
EBITDA per Share,1.59,2.38,3.43,4.82,4.52,5.00,6.52,7.73,8.13,9.02
Operating Income per Share,1.28,1.99,2.96,3.95,3.48,3.74,4.96,5.53,5.60,6.32
"Basic EPS, GAAP",0.76,1.16,1.49,1.76,2.40,2.31,3.19,3.17,2.31,2.09
Basic EPS from Cont Ops,0.75,1.12,1.50,1.75,2.34,2.29,3.17,3.14,2.29,2.09
"Diluted EPS, GAAP",0.73,1.13,1.44,1.71,2.35,2.26,3.14,3.12,2.28,2.07
Diluted EPS from Cont Ops,0.72,1.08,1.45,1.70,2.29,2.24,3.11,3.10,2.26,2.07
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,1.77,5.26,2.76,5.80,4.32,3.16,3.59,9.64,7.21,10.89
Free Cash Flow per Basic Share,1.45,4.81,2.13,4.84,3.09,1.43,1.82,8.12,5.65,9.14
Cash & Equivalents per Share,5.15,7.54,8.04,12.90,13.27,14.70,31.29,21.29,25.16,26.14
Book Value per Share,3.31,4.23,5.64,5.58,7.92,8.88,12.01,11.68,13.97,16.96
Tangible Book Value per Share,3.82,4.29,5.51,-0.59,2.10,4.29,9.07,-1.85,-0.98,-2.70
