,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,3538,3163,1941,1522,2159,2371,3257,2753,5965,7130
+ Depreciation & Amortization,1140,1307,1382,1560,1716,1927,2019,2118,2050,1895
+ Non-Cash Items,-8,-289,177,369,-383,1596,-201,742,-685,-11
+ Stock-Based Compensation,81,79,66,56,68,84,82,81,82,85
+ Deferred Income Taxes,-173,-280,-18,283,100,1480,-465,-11,-441,-66
+ Asset Impairment Charge,102,96,35,85,40,0,77,194,50,88
+ Other Non-Cash Adj,-18,-184,95,-55,-591,32,105,478,-376,-118
+ Chg in Non-Cash Work Cap,-1416,-654,240,314,-1292,-4073,-1663,1870,396,-4315
+ (Inc) Dec in Accts Receiv,-1247,-899,1145,335,-839,-1531,-869,2009,969,-2483
+ (Inc) Dec in Inventories,-728,-298,-691,-106,-1305,-1772,-780,397,-2497,-2091
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,217,-137,-504,-155,968,722,46,-7,1884,1133
+ Inc (Dec) in Other,342,680,290,240,-116,-1492,-60,-529,40,-874
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,3254,3526,3740,3764,2200,1820,3412,7483,7726,4699
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,937,1092,1049,1256,1441,1483,1648,1783,2094,2093
+ Disp of Fixed Prod Assets,937,1092,1049,1256,1441,1483,1648,1783,2094,2093
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-2375,-2659,-2826,-2955,-2592,-2950,-3449,-2656,-2580,-3788
+ Acq of Fixed Prod Assets,-2375,-2659,-2826,-2955,-2592,-2950,-3449,-2656,-2580,-3788
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,-182,408,706,-2,286,-56,-51,-37,-85,0
+ Dec in LT Investment,844,1023,861,169,404,77,89,93,109,0
+ Inc in LT Investment,-1026,-615,-155,-171,-118,-133,-140,-130,-194,0
+ Net Cash From Acq & Div,-61,346,149,-117,-170,-5089,93,-66,-244,-498
+ Cash from Divestitures,22,346,149,81,114,156,93,0,0,0
+ Cash for Acq of Subs,-83,0,0,-198,-284,-5245,0,-66,-244,-498
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-3138,-2067,-137,641,-609,-1541,-2165,-2343,-4935,-6292
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-4821,-2881,-1059,-1177,-1644,-8154,-3924,-3319,-5750,-8485
+ Dividends Paid,-753,-786,-816,-761,-764,-806,-943,-956,-1040,-1313
+ Net Cash From Debt,-224,3023,848,-197,3305,2043,3560,1888,1632,5765
+ Cash From Debt,4734,8232,5711,5071,8702,8288,9986,9271,8722,14210
+ Repayments of Debt,-4958,-5209,-4863,-5268,-5397,-6245,-6426,-7383,-7090,-8445
+ Cash (Repurchase) of Equity,-1357,-2582,-2599,-169,523,-741,-1075,-419,-2390,-3534
+ Increase in Capital Stock,175,150,172,36,529,217,178,331,148,63
+ Decrease in Capital Stock,-1531,-2731,-2771,-205,-6,-958,-1253,-750,-2538,-3597
+ Other Financing Activities,2741,56,448,-1273,1223,381,-1033,-1493,720,-92
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,407,-288,-2119,-2400,4287,876,509,-980,-1078,826
Effect of Foreign Exchange Rates,12,-74,-187,-13,157,27,-56,32,55,-224
Net Changes in Cash,-1160,357,563,187,4842,-5458,-3,3184,898,-2960
EBITDA,7365,6768,4843,4548,5769,7201,7573,7248,10645,12084
EBITDA Margin (%),19.49,18.76,16.78,17.07,19.40,19.28,19.29,20.39,24.18,22.98
Net Cash Paid for Acquisitions,62,-346,-149,117,170,5089,-93,66,244,498
Free Cash Flow,879,867,914,809,-392,-1130,-37,4827,5146,911
Free Cash Flow to Firm,1357,1305,1389,1332,230,-437,1123,5727,5922,1739
Free Cash Flow to Equity,1591,4981,2811,1869,4354,2395,5171,8498,8872,8769
Free Cash Flow per Basic Share,2.28,2.39,2.74,2.57,-1.23,-3.50,-0.12,15.40,16.51,2.99
Price/Free Cash Flow,5.68,5.04,3.99,4.11,8.93,9.11,8.12,7.05,10.43,14.32
Cash Flow to Net Income,0.92,1.12,1.93,2.47,1.02,0.77,1.05,2.72,1.30,0.66
