,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,3499,3473,12870,12269,10522,9740,21729,21204,22176,19677
ST Debt,62,72,845,2595,195,52,212,11,8,591
LT Debt,3437,3402,12025,9674,10327,9689,21517,21193,22168,19086
Total Debt/EBITDA,0.84,0.79,2.85,3.16,2.47,2.07,4.87,3.53,2.30,1.80
Net Debt/EBITDA,0.09,0.11,2.67,2.91,2.32,1.90,0.41,2.53,2.03,1.25
Total Debt/EBIT,1.07,1.01,3.71,4.46,3.48,2.86,6.65,5.01,2.97,2.26
Net Debt/EBIT,0.12,0.14,3.48,4.11,3.27,2.63,0.56,3.59,2.62,1.57
EBITDA to Interest Expense,28.58,35.61,27.77,21.04,26.18,29.93,41.06,21.84,40.47,51.71
EBITDA-CapEx/Interest Expense,24.80,30.74,23.88,17.84,22.37,25.77,35.21,18.96,35.04,46.25
EBIT to Interest Expense,22.45,27.96,21.31,14.92,18.57,21.63,30.10,15.39,31.37,41.18
Interest Expense,146,123,163,184,163,157,109,275,238,211
Common Equity/Total Assets,51.95,54.96,43.59,45.73,48.91,52.62,38.94,35.67,39.47,46.49
Long-Term Debt/Equity (%),15.31,14.51,50.60,41.92,39.17,34.32,71.05,53.28,49.07,38.10
Long-Term Debt/Capital (%),15.93,14.25,35.41,29.27,30.97,27.74,45.28,41.03,38.03,31.51
Long-Term Debt/Total Assets (%),9.91,9.20,24.94,21.36,22.14,20.26,34.66,27.83,26.65,22.63
Total Debt/Equity (%),15.58,14.81,54.16,53.17,39.91,34.51,71.76,53.31,49.09,39.28
Total Debt/Capital (%),16.22,14.55,37.89,37.12,31.55,27.89,45.73,41.05,38.04,32.49
Total Debt/Total Assets (%),10.09,9.39,26.69,27.09,22.56,20.36,35.00,27.84,26.66,23.33
Net Debt to Equity,1.71,1.99,50.83,48.99,37.51,31.72,6.00,38.14,43.36,27.31
Net Debt/Capital (%),2.08,2.24,36.41,35.23,30.24,26.23,6.58,33.25,35.17,25.07
EBITDA,4170,4370,4520,3879,4260,4712,4459,6006,9633,10910
EBITDA-CapEx,3618,3772,3887,3289,3640,4056,3823,5215,8339,9758
Operating Income (Loss),3275,3431,3469,2751,3021,3404,3269,4231,7465,8688
