,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),16.14,13.55,16.24,12.24,11.45,11.05,11.92,13.67,20.90,19.72
Return on Assets (%),7.97,7.25,7.88,5.46,5.42,5.61,5.47,5.27,8.07,8.61
Return on Capital (%),13.24,11.84,12.05,8.07,7.92,8.14,7.49,7.80,12.06,12.44
Return on Invested Capital (%),9.79,9.59,8.44,6.26,6.99,7.28,5.32,6.04,9.64,10.93
Gross Margin (%),52.08,52.44,52.34,55.29,55.61,55.83,55.74,55.98,60.95,60.21
EBITDA Margin (%),21.81,21.94,21.98,22.98,23.24,23.68,24.89,26.95,32.71,34.67
Operating Margin (%),17.13,17.23,16.87,16.29,16.48,17.11,18.25,18.99,25.35,27.61
Incremental Operating Margin (%),20.95,19.65,5.82,19.51,18.68,24.47,6.78,21.99,45.11,60.60
Pretax Margin (%),18.65,17.48,16.16,15.47,16.03,16.55,18.45,20.17,25.80,26.35
Profit Margin (%),14.10,13.05,16.33,15.13,13.60,13.33,16.80,16.36,21.84,22.91
Net Income to Common Margin (%),14.10,13.05,16.33,15.13,13.60,13.33,16.41,15.75,21.28,22.57
Effective Tax Rate (%),24.43,25.37,21.82,17.54,15.96,19.49,26.41,18.89,16.46,13.06
Dvd Payout Ratio (%),1.93,8.76,13.63,41.10,15.32,16.35,28.86,13.65,9.35,10.02
Sustainable Growth Rate (%),15.83,12.37,14.03,7.21,9.70,9.24,8.48,11.81,18.94,17.74
