,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,40658,46049,48607,53881,64658,71433,106300,156903,234856,193305
- Cash & Cash Equivalents,3115,3006,791,964,630,788,19912,6035,2586,5995
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,1600,3268,3268,1668
+ Minority/Non Controlling Interest,66,72,74,74,10,12,11,11,10,8
+ Total Debt,3499,3473,12870,12269,10522,9740,21729,21204,22176,19677
Enterprise Value,41108,46589,60760,65260,74560,80398,109728,175351,257724,208663
Total Capital,21578,23876,33964,33055,33346,34924,47515,51651,58290,60567
Total Debt/Capital (%),16.22,14.55,37.89,37.12,31.55,27.89,45.73,41.05,38.04,32.49
Total Debt / EV,0.09,0.07,0.21,0.19,0.14,0.12,0.20,0.12,0.09,0.09
EV/Sales,2.15,2.34,2.95,3.87,4.07,4.04,6.13,7.87,8.75,6.63
EV/EBITDA,9.86,10.66,13.44,16.82,17.50,17.06,24.61,29.20,26.75,19.13
EV/EBIT,12.55,13.58,17.51,23.72,24.68,23.62,33.56,41.44,34.52,24.02
EV/Cash Flow to Firm,11.12,12.10,15.46,17.76,20.63,19.38,27.22,27.27,30.12,23.98
EV/Free Cash Flow to Firm,9.68,10.48,13.32,15.31,17.61,16.73,23.51,24.28,26.16,21.17
Diluted Market Cap,41409,46821,50143,54472,65540,72320,110885,158603,242017,195641
Diluted Enterprise Value,41859,47360,62296,65852,75442,81284,114313,177051,264885,210999
EV per Share,58.89,66.15,88.47,94.28,107.03,114.61,157.77,246.63,360.45,286.51
TTM Sales,19118,19914,20563,16882,18330,19893,17911,22284,29453,31471
TTM EBITDA,4170,4370,4520,3879,4260,4712,4459,6006,9633,10910
TTM Operating Income,3275,3431,3469,2751,3021,3404,3269,4231,7465,8688
TTM Cash Flow to Firm,3696,3850,3929,3674,3615,4149,4032,6431,8557,8702
TTM Free Cash Flow to Firm,4247,4447,4562,4263,4234,4804,4667,7222,9851,9854
