,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,9.28,8.33,7.89,7.91,7.91,8.63,9.26,7.33,7.08,8.47
Days Sales Outstanding,39.31,43.83,46.28,46.17,46.16,42.29,39.40,49.78,51.54,43.07
Inventory Turnover,6.50,6.40,6.42,6.50,6.29,6.34,6.79,6.75,7.17,6.93
Days Inventory Outstanding,56.17,57.02,56.86,56.16,58.01,57.58,53.73,54.09,50.92,52.68
Accounts Payable Turnover,4.11,3.91,3.74,3.86,3.91,3.67,3.72,3.27,3.53,3.65
Accounts Payable Turnover Days,88.90,93.32,97.59,94.45,93.33,99.40,98.19,111.50,103.28,100.11
Cash Conversion Cycle,6.58,7.54,5.55,7.87,10.85,0.46,-5.07,-7.63,-0.82,-4.36
Inventory to Cash Days,-16.86,-13.19,-10.58,-9.99,-11.85,-15.28,-14.33,-4.31,0.62,-9.60
Inventories,2408,2740,2619,2623,2988,2533,2438,2187,2717,2089
Raw Materials,622,724,655,651,725,617,602,669,759,509
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,1950,2189,2093,2070,2374,2076,1979,1638,1958,1580
Other Inventory,0,0,0,0,0,0,0,0,0,0
