,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,14.15,18.48,15.09,17.80,20.90,13.71,14.56,13.44,17.87,20.15
Price/Earnings Average,11.82,15.72,15.28,15.08,20.18,17.60,14.61,13.61,16.15,18.72
Price/Earnings High,14.15,19.34,16.66,18.57,22.07,20.30,16.03,17.22,18.10,20.86
Price/Earnings Low,9.59,12.42,14.19,12.54,17.72,12.70,12.61,9.11,12.44,16.29
Price/Book Value,1.69,2.15,1.84,2.03,2.24,1.50,1.59,1.25,1.60,1.80
Price/Book Value Average,1.41,1.83,1.86,1.72,2.17,1.93,1.59,1.27,1.45,1.67
Price/Book Value High,1.69,2.25,2.03,2.12,2.37,2.23,1.75,1.60,1.63,1.86
Price/Book Value Low,1.14,1.44,1.73,1.43,1.90,1.39,1.37,0.85,1.12,1.45
Price/Tangible Book Value,25.71,-56.98,-29.69,-45.52,-51.15,-4.29,-6.06,-6.53,-12.99,-18.96
Price/Tangible Book Value Average,21.49,-48.49,-30.06,-38.56,-49.37,-5.51,-6.08,-6.61,-11.74,-17.62
Price/Tangible Book Value High,25.71,-59.63,-32.78,-47.48,-54.00,-6.36,-6.67,-8.37,-13.16,-19.63
Price/Tangible Book Value Low,17.43,-38.30,-27.91,-32.06,-43.35,-3.98,-5.25,-4.43,-9.05,-15.34
Price/Sales,1.07,1.52,1.42,1.68,1.97,1.27,1.29,1.12,1.51,1.73
Price/Sales Average,0.89,1.29,1.44,1.42,1.90,1.63,1.29,1.14,1.37,1.61
Price/Sales High,1.07,1.59,1.57,1.75,2.08,1.88,1.42,1.44,1.53,1.79
Price/Sales Low,0.72,1.02,1.34,1.18,1.67,1.17,1.12,0.76,1.05,1.40
Price/Cash Flow,10.74,12.55,17.90,23.94,15.69,14.57,17.02,11.03,13.63,14.92
Price/Cash Flow Average,8.97,10.68,18.12,20.27,15.15,18.70,17.08,11.17,12.32,13.86
Price/Cash Flow High,10.74,13.14,19.77,24.97,16.57,21.58,18.74,14.14,13.80,15.44
Price/Cash Flow Low,7.28,8.44,16.83,16.86,13.30,13.50,14.74,7.48,9.49,12.06
Price/Free Cash Flow,9.49,11.22,14.83,20.69,14.39,12.11,12.90,8.85,11.35,12.12
Price/Free Cash Flow Average,7.93,9.54,15.01,17.53,13.89,15.54,12.94,8.96,10.26,11.27
Price/Free Cash Flow High,9.49,11.74,16.37,21.58,15.19,17.93,14.20,11.34,11.49,12.55
Price/Free Cash Flow Low,6.43,7.54,13.94,14.57,12.19,11.22,11.17,6.00,7.90,9.81
EV/Sales,1.03,1.49,1.40,1.71,1.98,1.56,1.58,1.39,1.75,1.96
EV/Sales Average,0.85,1.26,1.42,1.46,1.91,1.91,1.58,1.40,1.61,1.84
EV/Sales High,1.03,1.56,1.55,1.79,2.09,2.15,1.71,1.70,1.77,2.02
EV/Sales Low,0.69,0.99,1.32,1.22,1.69,1.46,1.40,1.03,1.30,1.63
EV/EBITDA,7.60,10.47,9.49,11.29,13.30,10.78,11.32,10.51,13.36,15.18
EV/EBITDA Average,6.29,8.89,9.60,9.61,12.84,13.22,11.35,10.62,12.26,14.23
EV/EBITDA High,7.60,10.96,10.46,11.76,14.03,14.91,12.26,12.90,13.51,15.65
EV/EBITDA Low,5.04,7.00,8.92,8.05,11.30,10.15,10.07,7.78,9.90,12.62
EV/EBIT,8.74,11.80,10.58,12.48,14.70,12.63,13.34,12.74,16.22,18.37
EV/EBIT Average,7.24,10.03,10.71,10.62,14.20,15.48,13.38,12.87,14.89,17.22
EV/EBIT High,8.74,12.36,11.67,13.00,15.51,17.47,14.45,15.64,16.39,18.94
EV/EBIT Low,5.81,7.89,9.95,8.90,12.50,11.89,11.87,9.43,12.01,15.27
Last Price,95.10,139.63,139.26,172.66,203.45,155.32,176.01,148.30,207.54,248.11
High Price,95.10,146.13,153.76,180.09,214.81,230.00,193.76,190.08,210.21,256.86
Low Price,64.47,93.85,130.91,121.61,172.43,143.87,152.44,100.55,144.50,200.65
Enterprise Value,32217,45903,44201,53770,61402,56295,62002,52659,67509,77338
Enterprise Value Average,26690,38993,44736,45779,59310,68999,62171,53206,61975,72518
Enterprise Value High,32217,48062,48739,56017,64775,77855,67143,64628,68251,79739
Enterprise Value Low,21392,30697,41587,38331,52193,52989,55176,38979,50008,64315
