,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,33609,46380,43587,52216,60403,44841,50974,42485,57617,68084
- Cash & Cash Equivalents,5301,4388,2785,2334,2983,963,902,2824,1603,1242
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,3909,3911,3399,3888,3982,12417,11930,12998,11495,10496
Enterprise Value,32217,45903,44201,53770,61402,56295,62002,52659,67509,77338
Total Capital,23819,25520,27085,29597,30908,42225,44045,46978,47397,48381
Total Debt/Capital (%),16.41,15.33,12.55,13.14,12.88,29.41,27.09,27.67,24.25,21.69
Total Debt / EV,0.12,0.09,0.08,0.07,0.06,0.22,0.19,0.25,0.17,0.14
EV/Sales,1.03,1.49,1.40,1.71,1.98,1.56,1.58,1.39,1.75,1.96
EV/EBITDA,7.60,10.47,9.49,11.29,13.30,10.78,11.32,10.51,13.36,15.18
EV/EBIT,8.74,11.80,10.58,12.48,14.70,12.63,13.34,12.74,16.22,18.37
EV/Cash Flow to Firm,10.18,12.12,17.27,23.75,15.53,16.36,18.44,12.35,14.57,15.76
EV/Free Cash Flow to Firm,8.95,10.65,14.13,20.25,14.02,13.63,14.26,10.07,12.23,12.84
Diluted Market Cap,33618,47656,45496,53594,61971,46472,51184,42697,58530,69024
Diluted Enterprise Value,32226,47179,46110,55148,62970,57926,62212,52871,68422,78278
EV per Share,91.16,138.19,141.22,177.80,206.81,194.99,214.09,183.81,243.17,281.83
TTM Sales,31218,30852,31469,31353,30973,36193,39350,37925,38469,39407
TTM EBITDA,4241,4385,4660,4763,4618,5220,5477,5011,5053,5095
TTM Operating Income,3685,3889,4178,4309,4177,4457,4648,4133,4163,4211
TTM Cash Flow to Firm,3165,3788,2559,2264,3953,3441,3362,4262,4633,4907
TTM Free Cash Flow to Firm,3601,4309,3128,2656,4381,4131,4349,5229,5520,6021
