,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,803,1095,1050,1120,2374,2107,2063,2164,2563,2674
ST Debt,154,397,357,427,271,598,253,351,952,74
LT Debt,650,699,693,693,2103,1509,1810,1813,1611,2600
Total Debt/EBITDA,1.13,1.50,1.35,1.35,2.77,2.26,2.03,1.77,1.97,3.27
Net Debt/EBITDA,0.43,0.92,0.93,1.12,2.44,1.92,1.88,1.62,1.79,2.94
Total Debt/EBIT,1.29,1.71,1.56,1.55,3.24,2.66,2.46,2.10,2.38,4.47
Net Debt/EBIT,0.49,1.05,1.07,1.29,2.86,2.26,2.27,1.92,2.15,4.02
EBITDA to Interest Expense,25.73,26.73,25.42,30.03,16.31,11.75,13.81,19.99,23.82,9.12
EBITDA-CapEx/Interest Expense,23.31,24.16,23.39,28.23,15.46,10.99,12.81,18.37,21.64,7.12
EBIT to Interest Expense,22.46,23.40,22.10,26.14,13.93,9.97,11.42,16.88,19.80,6.67
Interest Expense,28,27,31,28,53,79,74,61,55,90
Common Equity/Total Assets,54.34,58.46,65.69,73.93,62.71,67.97,68.05,68.50,70.77,69.72
Long-Term Debt/Equity (%),28.24,33.24,34.24,35.06,94.83,61.49,67.85,60.01,49.82,74.49
Long-Term Debt/Capital (%),20.83,19.11,18.01,15.98,34.22,24.21,27.46,25.03,19.59,30.61
Long-Term Debt/Total Assets (%),15.25,15.95,16.27,15.93,34.97,24.86,27.19,24.45,20.14,31.15
Total Debt/Equity (%),34.93,52.11,51.90,56.64,107.05,85.87,77.33,71.64,79.27,76.61
Total Debt/Capital (%),25.76,29.95,27.30,25.82,38.63,33.81,31.29,29.88,31.17,31.48
Total Debt/Total Assets (%),18.86,25.00,24.67,25.73,39.47,34.72,30.99,29.18,32.05,32.03
Net Debt to Equity,13.32,31.98,35.59,47.14,94.47,72.96,71.50,65.58,71.83,68.86
Net Debt/Capital (%),11.69,20.79,20.48,22.46,35.71,30.26,29.63,28.06,29.10,29.23
EBITDA,713,732,775,832,858,933,1017,1219,1298,817
EBITDA-CapEx,646,662,713,782,813,872,943,1121,1179,638
Operating Income (Loss),622,641,674,724,733,792,840,1030,1079,598
