,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,278,267,260,254,248,247,245,245,243,244
Diluted Weighted Avg Shares,282,275,267,262,256,251,252,252,250,246
Basic Weighted Avg Shares,277,270,262,258,251,246,246,247,245,243
Revenue per Share,11.52,12.20,12.95,13.56,15.07,16.89,17.70,19.84,21.19,22.13
EBITDA per Share,2.57,2.71,2.96,3.23,3.42,3.80,4.13,4.94,5.30,3.36
Operating Income per Share,2.24,2.37,2.57,2.81,2.92,3.22,3.41,4.17,4.41,2.46
"Basic EPS, GAAP",1.42,1.53,1.57,1.78,2.97,2.32,2.50,3.18,3.38,1.70
Basic EPS from Cont Ops,1.42,1.53,1.57,1.78,2.97,2.32,2.50,3.18,3.38,1.70
"Diluted EPS, GAAP",1.40,1.51,1.54,1.75,2.90,2.27,2.44,3.12,3.32,1.68
Diluted EPS from Cont Ops,1.40,1.51,1.54,1.75,2.90,2.27,2.44,3.12,3.32,1.68
Dividend per Share,0.56,0.62,0.67,0.71,0.76,0.87,0.91,0.96,1.01,1.05
Cash Flow per Share,1.80,2.00,2.31,2.54,2.72,3.11,3.51,4.01,4.06,3.64
Free Cash Flow per Basic Share,1.56,1.74,2.08,2.35,2.54,2.86,3.21,3.61,3.57,2.91
Cash & Equivalents per Share,1.79,1.59,1.27,0.74,1.13,1.28,0.63,0.75,0.99,1.11
Book Value per Share,8.33,9.60,10.76,12.67,15.23,16.71,18.46,20.70,23.33,23.86
Tangible Book Value per Share,-0.46,-1.86,-2.31,-3.54,-8.32,-7.34,-8.81,-9.45,-10.45,-9.71
