,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,23.42,26.00,27.51,24.80,16.91,28.39,28.12,27.23,30.02,47.31
Price/Earnings Average,21.78,22.61,27.04,26.24,16.57,23.47,28.70,25.39,25.54,52.34
Price/Earnings High,23.53,26.43,28.98,30.13,18.26,30.00,32.37,31.08,30.27,61.78
Price/Earnings Low,18.91,19.91,24.72,21.56,14.57,19.37,23.84,15.07,22.97,41.17
Price/Book Value,4.00,4.15,4.00,3.49,3.29,3.93,3.81,4.19,4.35,3.38
Price/Book Value Average,3.72,3.61,3.93,3.69,3.23,3.25,3.89,3.91,3.70,3.74
Price/Book Value High,4.02,4.22,4.22,4.24,3.56,4.16,4.39,4.78,4.38,4.41
Price/Book Value Low,3.23,3.18,3.60,3.03,2.84,2.69,3.23,2.32,3.33,2.94
Price/Tangible Book Value,-73.21,-21.43,-18.62,-12.50,-6.03,-8.95,-7.99,-9.17,-9.70,-8.30
Price/Tangible Book Value Average,-68.09,-18.64,-18.30,-13.22,-5.90,-7.40,-8.15,-8.55,-8.26,-9.18
Price/Tangible Book Value High,-73.56,-21.79,-19.61,-15.18,-6.51,-9.46,-9.19,-10.47,-9.78,-10.84
Price/Tangible Book Value Low,-59.10,-16.42,-16.73,-10.87,-5.19,-6.11,-6.77,-5.08,-7.42,-7.22
Price/Sales,2.89,3.26,3.33,3.26,3.33,3.89,3.97,4.37,4.79,3.64
Price/Sales Average,2.69,2.84,3.27,3.45,3.26,3.22,4.06,4.08,4.07,4.03
Price/Sales High,2.91,3.32,3.50,3.96,3.60,4.11,4.58,4.99,4.83,4.76
Price/Sales Low,2.33,2.50,2.99,2.83,2.87,2.66,3.37,2.42,3.66,3.17
Price/Cash Flow,18.49,19.91,18.63,17.37,18.45,21.14,20.03,21.61,24.99,22.12
Price/Cash Flow Average,17.20,17.32,18.31,18.38,18.07,17.48,20.45,20.15,21.27,24.47
Price/Cash Flow High,18.58,20.25,19.62,21.10,19.92,22.34,23.07,24.66,25.20,28.89
Price/Cash Flow Low,14.93,15.25,16.74,15.10,15.89,14.43,16.98,11.96,19.13,19.25
Price/Free Cash Flow,16.60,17.93,17.23,16.43,17.69,20.00,18.90,20.08,22.75,18.66
Price/Free Cash Flow Average,15.44,15.59,16.93,17.38,17.32,16.54,19.29,18.72,19.36,20.65
Price/Free Cash Flow High,16.68,18.23,18.15,19.95,19.10,21.14,21.76,22.91,22.94,24.37
Price/Free Cash Flow Low,13.40,13.73,15.48,14.28,15.23,13.65,16.03,11.11,17.41,16.24
EV/Sales,3.00,3.42,3.51,3.48,3.84,4.35,4.40,4.75,5.19,4.10
EV/Sales Average,2.79,3.00,3.45,3.67,3.78,3.67,4.48,4.46,4.48,4.49
EV/Sales High,3.01,3.48,3.69,4.17,4.11,4.57,5.00,5.36,5.23,5.22
EV/Sales Low,2.44,2.67,3.17,3.06,3.39,3.10,3.80,2.81,4.07,3.63
EV/EBITDA,13.42,15.42,15.37,14.61,16.92,19.32,18.86,19.07,20.74,27.01
EV/EBITDA Average,12.52,13.53,15.12,15.39,16.62,16.31,19.21,17.89,17.92,29.58
EV/EBITDA High,13.49,15.66,16.14,17.51,18.08,20.31,21.43,21.54,20.90,34.38
EV/EBITDA Low,10.92,12.02,13.90,12.85,14.91,13.80,16.27,11.28,16.29,23.89
EV/EBIT,15.38,17.61,17.67,16.78,19.82,22.77,22.82,22.59,24.95,36.91
EV/EBIT Average,14.34,15.45,17.38,17.68,19.47,19.21,23.24,21.19,21.55,40.41
EV/EBIT High,15.45,17.89,18.56,20.11,21.17,23.93,25.93,25.50,25.14,46.97
EV/EBIT Low,12.51,13.73,15.99,14.76,17.46,16.25,19.69,13.36,19.60,32.64
Last Price,33.32,39.82,43.06,44.19,50.17,65.75,70.35,86.71,101.42,80.61
High Price,33.48,40.49,45.37,53.68,54.18,69.49,80.99,98.96,102.27,105.28
Low Price,26.90,30.50,38.70,38.42,43.21,44.87,59.64,47.98,77.62,70.16
Enterprise Value,9567,11292,11913,12155,14519,18023,19172,23256,26921,22064
Enterprise Value Average,8920,9909,11720,12804,14265,15212,19528,21820,23258,24157
Enterprise Value High,9612,11470,12511,14565,15512,18946,21784,26262,27127,28081
Enterprise Value Low,7783,8807,10777,10691,12795,12868,16544,13753,21149,19515
