,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),17.97,16.98,15.32,15.26,21.27,14.40,14.23,16.36,15.41,7.21
Return on Assets (%),9.44,9.58,9.50,10.66,14.34,9.41,9.68,11.17,10.74,5.07
Return on Capital (%),13.54,12.75,11.46,11.66,0,10.20,10.52,12.07,11.27,5.80
Return on Invested Capital (%),13.44,13.48,13.88,15.24,0,13.67,14.39,16.74,15.76,7.91
Gross Margin (%),45.02,44.06,44.53,45.54,45.80,44.40,45.53,45.23,43.61,41.86
EBITDA Margin (%),22.31,22.21,22.83,23.81,22.72,22.50,23.33,24.91,25.01,15.19
Operating Margin (%),19.48,19.44,19.86,20.73,19.40,19.10,19.28,21.03,20.79,11.12
Incremental Operating Margin (%),28.30,18.39,33.95,50.86,3.00,15.96,22.90,35.22,16.79,-259.46
Pretax Margin (%),18.71,18.95,18.72,20.21,18.34,17.35,17.75,19.89,19.88,9.73
Profit Margin (%),12.35,12.55,12.09,13.14,19.69,13.71,14.13,16.05,15.94,7.70
Net Income to Common Margin (%),12.35,12.55,12.09,13.14,19.69,13.71,14.13,16.05,15.94,7.70
Effective Tax Rate (%),34.02,33.77,35.41,34.98,0,20.97,20.40,19.30,19.79,20.91
Dvd Payout Ratio (%),39.35,40.47,42.71,39.87,25.61,37.51,36.39,30.19,29.91,61.61
Sustainable Growth Rate (%),10.90,10.11,8.78,9.18,15.82,9.00,9.05,11.42,10.80,2.77
