,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,7783,9804,10259,12590,13296,11071,14145,15738,20389,17365
- Cash & Cash Equivalents,187,192,133,359,137,135,1192,1158,872,315
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,25,29,99,109,114,128,122,132,118,114
+ Total Debt,3332,3762,3651,3734,3784,3893,5328,4655,4657,4622
Enterprise Value,10953,13403,13876,16074,17057,14957,18403,19367,24292,21786
Total Capital,8717,9516,9951,10458,11038,11625,13626,14092,12426,13028
Total Debt/Capital (%),38.22,39.53,36.69,35.70,34.28,33.49,39.10,33.03,37.48,35.48
Total Debt / EV,0.30,0.28,0.26,0.23,0.22,0.26,0.29,0.24,0.19,0.21
EV/Sales,1.53,1.80,1.85,2.14,2.21,1.99,2.38,2.05,2.25,2.20
EV/EBITDA,8.53,10.33,10.14,11.42,11.89,10.58,11.80,8.30,8.71,11.68
EV/EBIT,10.94,13.63,13.03,13.87,14.64,13.54,14.95,9.83,10.20,15.26
EV/Cash Flow to Firm,14.56,12.75,15.23,13.91,13.22,11.21,13.36,9.10,10.34,11.93
EV/Free Cash Flow to Firm,11.14,9.86,11.82,11.10,11.06,8.71,10.35,7.61,8.83,9.77
Diluted Market Cap,8270,9872,10402,13050,13789,11399,28927,16093,21932,18460
Diluted Enterprise Value,11440,13471,14019,16534,17550,15285,33185,19722,25835,22881
EV per Share,76.06,93.07,97.03,117.33,126.35,110.80,138.37,145.62,204.14,196.27
TTM Sales,7146,7435,7493,7515,7709,7531,7726,9437,10788,9883
TTM EBITDA,1284,1297,1369,1408,1435,1414,1560,2332,2789,1865
TTM Operating Income,1001,983,1065,1159,1165,1105,1231,1971,2381,1428
TTM Cash Flow to Firm,752,1051,911,1156,1291,1334,1378,2128,2349,1827
TTM Free Cash Flow to Firm,983,1359,1174,1449,1543,1717,1778,2546,2752,2231
