,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,9.68,17.75,14.57,19.95,17.48,15.15,33.22,11.08,10.74,19.18
Price/Earnings Average,10.58,15.45,14.34,17.03,17.84,18.96,30.46,10.53,8.66,16.89
Price/Earnings High,11.48,17.85,18.08,20.31,20.05,21.53,34.03,12.34,10.90,21.15
Price/Earnings Low,9.40,13.16,12.20,12.95,15.99,14.59,24.97,6.84,7.10,14.76
Price/Book Value,1.45,1.71,1.65,1.90,1.86,1.46,1.73,1.69,2.66,2.09
Price/Book Value Average,1.59,1.49,1.63,1.62,1.90,1.82,1.59,1.61,2.15,1.84
Price/Book Value High,1.72,1.72,2.05,1.94,2.14,2.07,1.77,1.88,2.70,2.31
Price/Book Value Low,1.41,1.27,1.39,1.24,1.70,1.40,1.30,1.04,1.76,1.61
Price/Tangible Book Value,-3.03,-3.54,-4.87,-5.69,-5.50,-4.56,-7.15,-13.70,-11.99,-7.53
Price/Tangible Book Value Average,-3.31,-3.08,-4.80,-4.86,-5.61,-5.71,-6.56,-13.02,-9.68,-6.63
Price/Tangible Book Value High,-3.59,-3.55,-6.04,-5.80,-6.30,-6.48,-7.33,-15.26,-12.17,-8.31
Price/Tangible Book Value Low,-2.94,-2.62,-4.08,-3.70,-5.03,-4.39,-5.38,-8.45,-7.94,-5.80
Price/Sales,1.15,1.33,1.38,1.71,1.75,1.48,3.69,1.68,1.99,1.84
Price/Sales Average,1.26,1.16,1.36,1.46,1.79,1.85,3.38,1.60,1.60,1.62
Price/Sales High,1.36,1.33,1.71,1.74,2.01,2.10,3.78,1.87,2.01,2.02
Price/Sales Low,1.12,0.98,1.15,1.11,1.60,1.43,2.77,1.04,1.31,1.41
Price/Cash Flow,12.60,10.52,12.75,12.04,11.48,9.29,22.93,7.91,9.59,10.56
Price/Cash Flow Average,13.78,9.16,12.55,10.27,11.72,11.63,21.03,7.52,7.74,9.30
Price/Cash Flow High,14.94,10.58,15.82,12.25,13.17,13.20,23.49,8.81,9.73,11.65
Price/Cash Flow Low,12.24,7.80,10.68,7.81,10.51,8.95,17.23,4.88,6.35,8.13
Price/Free Cash Flow,9.37,7.92,9.69,9.58,9.66,7.20,17.61,6.64,8.32,8.70
Price/Free Cash Flow Average,10.24,6.90,9.54,8.18,9.86,9.01,16.14,6.31,6.71,7.66
Price/Free Cash Flow High,11.11,7.97,12.03,9.76,11.08,10.23,18.04,7.40,8.44,9.59
Price/Free Cash Flow Low,9.10,5.87,8.12,6.22,8.84,6.93,13.23,4.10,5.50,6.70
EV/Sales,1.53,1.80,1.85,2.14,2.21,1.99,2.38,2.05,2.25,2.20
EV/Sales Average,1.63,1.63,1.83,1.89,2.25,2.36,2.23,1.97,1.89,1.99
EV/Sales High,1.74,1.81,2.18,2.17,2.47,2.60,2.43,2.24,2.28,2.38
EV/Sales Low,1.50,1.46,1.63,1.55,2.07,1.93,1.93,1.41,1.61,1.80
EV/EBITDA,8.53,10.33,10.14,11.42,11.89,10.58,11.80,8.30,8.71,11.68
EV/EBITDA Average,9.10,9.35,10.02,10.11,12.08,12.54,11.04,7.97,7.30,10.57
EV/EBITDA High,9.66,10.37,11.94,11.58,13.25,13.87,12.02,9.07,8.82,12.64
EV/EBITDA Low,8.36,8.38,8.92,8.28,11.10,10.29,9.54,5.72,6.24,9.54
EV/EBIT,10.94,13.63,13.03,13.87,14.64,13.54,14.95,9.83,10.20,15.26
EV/EBIT Average,11.67,12.34,12.88,12.28,14.88,16.05,14.00,9.43,8.55,13.80
EV/EBIT High,12.39,13.69,15.35,14.07,16.32,17.75,15.23,10.74,10.33,16.50
EV/EBIT Low,10.72,11.05,11.46,10.06,13.67,13.16,12.09,6.77,7.30,12.45
Last Price,54.05,68.08,71.74,91.90,98.49,82.01,106.35,118.33,171.34,156.44
High Price,64.10,68.45,89.00,93.57,112.97,116.49,108.95,131.81,173.89,172.50
Low Price,52.50,50.46,60.07,59.66,90.10,78.95,79.93,73.02,113.36,120.40
Enterprise Value,10953,13403,13876,16074,17057,14957,18403,19367,24292,21786
Enterprise Value Average,11681,12132,13715,14231,17332,17736,17228,18589,20352,19710
Enterprise Value High,12400,13456,16344,16303,19012,19612,18748,21160,24596,23569
Enterprise Value Low,10730,10865,12207,11657,15924,14544,14889,13341,17393,17785
