,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,144,144,143,137,135,135,133,133,119,111
Diluted Weighted Avg Shares,153,145,145,142,140,139,272,136,128,118
Basic Weighted Avg Shares,152,145,144,140,137,136,268,134,125,116
Revenue per Share,47.01,51.28,52.03,53.68,56.27,55.38,28.83,70.43,86.30,85.20
EBITDA per Share,8.45,8.94,9.51,10.06,10.47,10.40,5.82,17.40,22.31,16.08
Operating Income per Share,6.59,6.78,7.40,8.28,8.50,8.13,4.59,14.71,19.05,12.31
"Basic EPS, GAAP",5.59,3.83,4.92,4.61,5.64,5.41,3.20,10.68,15.96,8.16
Basic EPS from Cont Ops,5.58,4.05,5.23,4.97,6.01,5.79,3.31,11.19,16.64,8.75
"Diluted EPS, GAAP",5.55,3.83,4.89,4.54,5.51,5.29,3.15,10.52,15.59,8.02
Diluted EPS from Cont Ops,5.54,4.05,5.19,4.90,5.89,5.67,3.26,11.02,16.25,8.60
Dividend per Share,1.22,1.29,1.47,1.59,1.80,1.96,1.07,2.22,2.47,2.63
Cash Flow per Share,4.29,6.47,5.63,7.64,8.58,8.82,4.64,14.96,17.86,14.81
Free Cash Flow per Basic Share,2.77,4.34,3.80,5.54,6.74,6.01,3.15,11.84,14.64,11.33
Cash & Equivalents per Share,1.30,1.33,0.93,2.62,1.01,1.00,8.96,8.71,7.33,2.84
Book Value per Share,37.22,39.76,43.36,48.28,52.89,56.33,61.47,69.96,64.29,74.70
Tangible Book Value per Share,-17.86,-19.26,-14.73,-16.15,-17.92,-17.97,-14.86,-8.64,-14.29,-20.77
