,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),109.51,168.09,0,0,0,73.92,136.02,0,0,229.61
Return on Assets (%),1.39,2.71,-3.11,2.00,8.04,1.48,2.53,-2.24,4.18,2.77
Return on Capital (%),5.38,10.24,0,8.54,0,6.48,8.98,0,12.12,8.18
Return on Invested Capital (%),2.84,4.66,0,4.91,0,3.83,4.59,0,4.89,4.41
Gross Margin (%),29.00,25.32,30.83,32.80,25.99,23.42,36.62,39.49,38.40,36.44
EBITDA Margin (%),24.23,21.42,26.13,28.04,22.18,20.04,31.49,32.93,32.08,30.62
Operating Margin (%),12.46,10.13,12.63,12.74,11.15,7.85,14.16,16.50,16.32,16.80
Incremental Operating Margin (%),-42.81,-6.70,0.11,18.31,5.42,-24.72,-7.93,-104.79,14.88,20.95
Pretax Margin (%),9.63,9.59,-15.30,9.11,11.06,4.85,10.23,-11.66,9.32,15.20
Profit Margin (%),3.84,6.62,-9.37,5.74,18.64,3.48,10.46,-10.42,17.79,11.34
Net Income to Common Margin (%),3.84,6.62,-9.37,5.74,18.64,3.14,8.91,-12.79,16.65,10.81
Effective Tax Rate (%),60.18,30.96,0,37.03,0,28.40,11.89,0,14.14,25.41
Dvd Payout Ratio (%),114.15,66.78,-66.18,143.75,25.73,258.86,102.30,-46.02,69.28,43.65
Sustainable Growth Rate (%),-15.49,55.85,0,0,0,-117.43,-3.13,0,0,129.38
