,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6740,6646,6236,4615,4065,4261,6834,6702,6302,6132
ST Debt,595,166,149,566,4,653,100,657,193,96
LT Debt,6145,6480,6087,4049,4061,3608,6734,6045,6109,6036
Total Debt/EBITDA,2.83,3.06,2.33,2.06,1.58,1.77,1.93,1.25,1.46,1.62
Net Debt/EBITDA,2.18,1.96,1.29,0.83,0.31,0.27,1.10,0.09,0.15,0.71
Total Debt/EBIT,6.60,7.06,4.33,4.50,3.11,3.59,4.33,2.19,3.17,3.82
Net Debt/EBIT,5.08,4.51,2.40,1.81,0.60,0.54,2.47,0.16,0.33,1.68
EBITDA to Interest Expense,7.86,6.01,8.24,8.22,10.65,11.61,11.75,17.41,15.73,16.70
EBITDA-CapEx/Interest Expense,1.59,2.94,3.93,4.07,7.05,6.62,6.89,13.18,9.70,7.31
EBIT to Interest Expense,3.37,2.61,4.43,3.75,5.41,5.74,5.24,9.94,7.26,7.07
Interest Expense,303,361,325,273,241,207,301,308,274,227
Common Equity/Total Assets,7.60,8.19,8.96,7.44,6.12,5.98,8.98,12.78,10.78,5.70
Long-Term Debt/Equity (%),47.04,49.51,42.59,34.10,35.25,31.34,30.04,25.32,27.94,30.90
Long-Term Debt/Capital (%),53.23,56.34,53.23,55.22,64.34,55.43,58.97,47.00,58.10,70.96
Long-Term Debt/Total Assets (%),24.81,26.01,24.17,19.25,19.67,17.42,16.85,14.61,15.06,15.69
Total Debt/Equity (%),51.59,50.78,43.63,38.87,35.29,37.01,30.49,28.07,28.83,31.39
Total Debt/Capital (%),58.38,57.79,54.53,62.93,64.40,65.46,59.84,52.11,59.93,72.09
Total Debt/Total Assets (%),27.22,26.67,24.76,21.94,19.69,20.57,17.10,16.20,15.54,15.93
Net Debt to Equity,39.69,32.42,24.17,15.66,6.84,5.62,17.38,2.06,3.02,13.79
Net Debt/Capital (%),51.90,46.64,39.92,40.62,25.81,20.79,42.44,6.71,11.95,47.86
EBITDA,2383,2170,2679,2245,2566,2403,3537,5361,4311,3790
EBITDA-CapEx,483,1060,1278,1112,1700,1371,2074,4059,2658,1659
Operating Income (Loss),1021,941,1440,1025,1305,1188,1577,3061,1988,1605
