,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,32.44,35.06,34.66,34.68,58.80,38.38,31.07,27.97,31.10,33.90
Days Sales Outstanding,11.25,10.41,10.53,10.52,6.21,9.51,11.75,13.05,11.74,10.77
Inventory Turnover,3.07,3.97,3.74,3.34,3.89,3.96,4.54,4.05,4.34,4.89
Days Inventory Outstanding,118.87,91.99,97.71,109.16,93.77,92.21,80.42,90.23,84.15,74.66
Accounts Payable Turnover,9.31,12.56,14.44,13.31,15.25,15.58,18.18,14.10,15.34,14.98
Accounts Payable Turnover Days,39.21,29.06,25.27,27.42,23.94,23.43,20.08,25.88,23.79,24.37
Cash Conversion Cycle,90.91,73.34,82.97,92.27,76.04,78.29,72.09,77.40,72.09,61.06
Inventory to Cash Days,-107.62,-81.58,-87.18,-98.64,-87.56,-82.70,-68.67,-77.18,-72.41,-63.89
Inventories,1500,1366,1606,1380,1355,1327,1826,1790,1787,1753
Raw Materials,783,666,896,763,1175,697,812,827,857,774
Work In Process,97,127,118,130,131,104,189,148,132,123
Finished Goods,26,12,10,29,49,26,74,103,71,59
Other Inventory,594,561,582,458,0,500,751,712,727,797
