,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,11297,9604,9412,18073,20001,18373,35350,48312,48779,37430
- Cash & Cash Equivalents,1555,2403,2782,2756,3259,3397,2243,5540,4992,2877
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,2923,2815,2942,1153,984,1010,997,871,-161,179
+ Total Debt,6740,6646,6236,4615,4065,4261,6834,6702,6302,6132
Enterprise Value,19327,16589,15789,21029,21729,20199,40701,50055,49846,39984
Total Capital,11545,11501,11435,7333,6312,6509,11420,12862,10515,8506
Total Debt/Capital (%),58.38,57.79,54.53,62.93,64.40,65.46,59.84,52.11,59.93,72.09
Total Debt / EV,0.35,0.40,0.39,0.22,0.19,0.21,0.17,0.13,0.13,0.15
EV/Sales,2.32,2.28,2.04,3.13,2.94,2.78,4.18,4.35,4.08,3.36
EV/EBITDA,8.11,7.64,5.89,9.37,8.47,8.41,11.51,9.34,11.56,10.55
EV/EBIT,18.93,17.63,10.96,20.52,16.65,17.00,25.81,16.35,25.07,24.91
EV/Cash Flow to Firm,10.87,9.73,7.01,5.57,10.29,10.49,13.13,9.77,11.64,7.31
EV/Free Cash Flow to Firm,5.26,5.90,4.32,4.28,7.30,6.83,8.92,7.79,8.40,5.26
Diluted Market Cap,11428,9592,9092,18103,20073,18441,32244,48674,49334,37524
Diluted Enterprise Value,19536,16650,15488,21115,21863,20315,37832,50707,50483,40958
EV per Share,39.23,33.27,29.81,39.64,40.76,37.90,50.37,62.57,62.94,50.42
TTM Sales,8322,7292,7729,6711,7379,7253,9740,11497,12222,11915
TTM EBITDA,2383,2170,2679,2245,2566,2403,3537,5361,4311,3790
TTM Operating Income,1021,941,1440,1025,1305,1188,1577,3061,1988,1605
TTM Cash Flow to Firm,1777,1704,2253,3777,2112,1926,3099,5121,4281,5472
TTM Free Cash Flow to Firm,3677,2814,3654,4910,2978,2958,4562,6423,5934,7603
