,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,0,0,35,25,25,25,263,266,239,193
ST Debt,0,0,0,0,0,0,58,61,66,43
LT Debt,0,0,35,25,25,25,206,206,173,150
Total Debt/EBITDA,0,0,0.28,0.16,0.12,0.09,0.65,0.52,0.35,0.27
Net Debt/EBITDA,-1.85,-2.08,-1.33,-2.15,-2.77,-2.64,-2.26,-2.55,-2.04,-2.32
Total Debt/EBIT,0,0,0.33,0.19,0.14,0.10,0.87,0.70,0.44,0.34
Net Debt/EBIT,-2.21,-2.49,-1.55,-2.52,-3.22,-3.03,-3.01,-3.42,-2.58,-2.88
EBITDA to Interest Expense,0,0,0,0,0,0,0,0,398.07,0
EBITDA-CapEx/Interest Expense,0,0,0,0,0,0,0,0,333.51,0
EBIT to Interest Expense,0,0,0,0,0,0,0,0,314.02,0
Interest Expense,0,0,0,0,0,0,0,0,2,0
Common Equity/Total Assets,44.13,43.88,44.33,48.00,41.50,47.13,45.48,49.53,51.93,56.10
Long-Term Debt/Equity (%),0,0,5.71,3.21,2.57,1.98,12.90,10.37,6.93,5.00
Long-Term Debt/Capital (%),0,0,9.21,5.34,4.60,3.19,16.04,12.74,8.33,6.14
Long-Term Debt/Total Assets (%),0,0,4.50,2.71,2.00,1.55,9.18,7.56,4.91,3.74
Total Debt/Equity (%),0,0,5.71,3.21,2.57,1.98,16.51,13.43,9.58,6.43
Total Debt/Capital (%),0,0,9.21,5.34,4.60,3.19,20.52,16.50,11.51,7.91
Total Debt/Total Assets (%),0,0,4.50,2.71,2.00,1.55,11.74,9.79,6.79,4.82
Net Debt to Equity,-44.99,-47.52,-26.82,-43.12,-57.19,-59.05,-57.10,-65.41,-56.11,-54.97
Net Debt/Capital (%),-775.29,-549.80,-91.03,-313.78,1441.49,-5303.24,-262.25,-443.92,-221.98,-216.54
EBITDA,92,106,123,157,202,282,404,509,687,713
EBITDA-CapEx,76,90,105,128,172,245,305,440,576,631
Operating Income (Loss),76,88,106,134,173,246,303,379,542,573
