,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,3.12,1.76,1.80,3.12,3.22,2.93,2.42,2.97,1.89,2.33
Current Ratio,6.05,3.31,4.14,5.56,5.31,4.56,3.81,4.11,2.97,3.69
Quick Ratio,5.69,3.22,3.93,5.41,5.18,4.46,3.71,4.04,2.90,3.58
CFO/Avg Current Liab,1.02,1.16,0.60,1.35,1.31,1.32,0.88,1.28,0.93,0.61
Common Equity/Total Assets,44.13,43.88,44.33,48.00,41.50,47.13,45.48,49.53,51.93,56.10
Long-Term Debt/Equity (%),0,0,5.71,3.21,2.57,1.98,12.90,10.37,6.93,5.00
Long-Term Debt/Capital (%),0,0,9.21,5.34,4.60,3.19,16.04,12.74,8.33,6.14
Long-Term Debt/Total Assets (%),0,0,4.50,2.71,2.00,1.55,9.18,7.56,4.91,3.74
Total Debt/Equity (%),0,0,5.71,3.21,2.57,1.98,16.51,13.43,9.58,6.43
Total Debt/Capital (%),0,0,9.21,5.34,4.60,3.19,20.52,16.50,11.51,7.91
Total Debt/Total Assets (%),0,0,4.50,2.71,2.00,1.55,11.74,9.79,6.79,4.82
CFO/Total Liabilities,102.55,80.69,46.21,114.14,70.96,83.68,44.36,73.74,55.71,46.13
CFO/CapEx,3.66,6.62,4.25,5.62,6.55,7.78,2.89,7.91,5.13,5.69
Altman's Z-Score,20.70,14.21,18.05,17.39,15.80,14.08,13.78,19.41,25.78,14.88
