,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,33509,37736,40617,45150,58861,71786,62929,83732,88292,89203
- Cash & Cash Equivalents,4016,1666,3215,2780,2170,1949,1909,2575,1436,2084
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,2185,9,2008,2002,2002,2264,2349,3352,3494,3339
Enterprise Value,29645,36053,39386,44372,58693,72091,63369,84508,90350,90444
Total Capital,15881,13533,16075,16795,17338,19829,20849,22867,24255,25521
Total Debt/Capital (%),13.76,0.07,12.49,11.92,11.55,11.42,11.27,14.66,14.41,13.08
Total Debt / EV,0.07,0.00,0.05,0.05,0.03,0.03,0.04,0.04,0.04,0.04
EV/Sales,2.51,3.41,3.49,3.70,4.56,5.30,4.51,5.79,5.63,5.26
EV/EBITDA,13.57,18.83,18.74,19.76,24.23,25.11,20.60,24.76,23.37,21.31
EV/EBIT,16.03,22.03,21.72,23.00,28.70,29.28,24.41,29.12,26.96,24.48
EV/Cash Flow to Firm,16.24,18.88,20.76,20.35,22.65,25.86,20.38,26.92,28.56,20.54
EV/Free Cash Flow to Firm,13.00,14.88,15.75,15.40,17.64,19.18,15.20,21.27,22.06,16.94
Diluted Market Cap,33711,38497,40920,45687,59464,72348,63339,84601,89353,89982
Diluted Enterprise Value,31880,36840,39713,44909,59297,72663,63779,85378,91411,91238
EV per Share,61.73,77.30,86.43,99.71,133.76,166.03,147.40,199.45,217.14,219.47
TTM Sales,11833,10561,11291,11982,12859,13613,14045,14583,16047,17199
TTM EBITDA,2185,1914,2102,2246,2423,2872,3077,3413,3867,4243
TTM Operating Income,1849,1636,1813,1929,2045,2463,2597,2902,3351,3694
TTM Cash Flow to Firm,1825,1910,1897,2181,2592,2787,3109,3139,3163,4402
TTM Free Cash Flow to Firm,2280,2422,2501,2882,3327,3758,4169,3973,4095,5339
