,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Shares Outstanding,480,466,456,445,439,434,430,424,416,412
Diluted Weighted Avg Shares,483,476,459,450,443,438,433,428,421,416
Basic Weighted Avg Shares,479,473,457,448,441,435,431,426,419,414
Revenue per Share,24.71,22.35,24.71,26.76,29.19,31.29,32.60,34.21,38.32,41.57
EBITDA per Share,4.56,4.05,4.60,5.01,5.50,6.60,7.14,8.01,9.23,10.26
Operating Income per Share,3.86,3.46,3.97,4.31,4.64,5.66,6.03,6.81,8.00,8.93
"Basic EPS, GAAP",3.17,3.07,3.27,3.87,3.68,5.27,5.73,6.10,7.04,8.25
Basic EPS from Cont Ops,3.14,2.91,3.27,3.87,3.68,5.27,5.73,6.10,7.04,8.25
"Diluted EPS, GAAP",3.14,3.05,3.25,3.85,3.66,5.24,5.70,6.07,7.00,8.21
Diluted EPS from Cont Ops,3.11,2.89,3.25,3.85,3.66,5.24,5.70,6.07,7.00,8.21
Dividend per Share,1.84,1.96,2.06,2.22,2.41,2.97,3.41,3.70,3.96,4.60
Cash Flow per Share,3.80,4.03,4.07,4.75,5.71,6.18,7.02,7.26,7.40,10.17
Free Cash Flow per Basic Share,2.85,2.95,2.75,3.18,4.04,3.95,4.56,5.30,5.17,7.91
Cash & Equivalents per Share,12.59,3.63,7.11,6.25,4.95,4.51,4.44,6.08,3.45,5.09
Book Value per Share,28.52,29.00,30.87,33.24,34.95,40.45,43.03,46.06,49.89,53.83
Tangible Book Value per Share,6.09,5.39,4.97,3.63,0.75,4.62,5.18,5.01,-0.98,-0.42
