,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,234,242,246,248,253,255,259,260,254,257
Diluted Weighted Avg Shares,225,235,241,245,253,259,261,263,260,259
Basic Weighted Avg Shares,225,235,241,245,249,254,257,260,258,256
Revenue per Share,5.39,2.47,4.28,6.96,10.00,11.98,16.21,23.88,29.39,34.87
EBITDA per Share,-0.67,-2.46,-1.67,0.30,1.83,2.90,5.10,11.46,11.27,17.62
Operating Income per Share,-0.89,-2.73,-1.93,0.05,1.58,2.61,4.68,11.04,10.78,17.05
"Basic EPS, GAAP",-1.98,-3.14,-2.31,-0.46,1.06,8.25,4.58,10.44,9.09,12.97
Basic EPS from Cont Ops,-3.06,-3.15,-2.44,-0.34,0.37,8.21,4.58,10.44,9.09,12.97
"Diluted EPS, GAAP",-1.98,-3.14,-2.31,-0.46,1.04,8.09,4.51,10.29,9.01,12.82
Diluted EPS from Cont Ops,-3.06,-3.15,-2.44,-0.34,0.36,8.05,4.51,10.29,9.01,12.82
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,-0.23,-2.18,-1.51,0.96,3.40,5.00,6.11,12.52,10.26,16.13
Free Cash Flow per Basic Share,-0.46,-2.40,-1.70,0.73,2.35,4.62,5.82,11.52,9.35,15.33
Cash & Equivalents per Share,6.27,5.74,4.23,5.78,8.25,12.42,14.70,25.62,29.57,41.94
Book Value per Share,-16.96,-19.45,-21.35,-21.63,-20.21,-11.71,-7.14,3.31,12.59,25.39
Tangible Book Value per Share,5.67,4.25,3.08,4.04,7.75,17.18,18.08,28.03,34.18,47.55
