,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,279,242,233,233,233,223,216,214,208,196
Diluted Weighted Avg Shares,296,257,236,233,234,234,222,215,216,204
Basic Weighted Avg Shares,295,256,235,233,234,233,220,215,215,203
Revenue per Share,18.59,18.53,18.31,15.81,17.69,19.04,20.84,19.19,30.41,55.02
EBITDA per Share,9.44,7.77,7.50,4.87,4.72,6.96,8.55,7.00,14.38,31.53
Operating Income per Share,8.05,6.23,5.46,1.96,0.94,3.14,4.58,2.85,10.25,27.35
"Basic EPS, GAAP",4.97,5.43,2.97,-1.19,1.53,1.25,2.24,1.48,4.27,16.46
Basic EPS from Cont Ops,5.20,5.61,3.12,-0.68,1.93,1.84,2.93,2.01,5.86,19.37
"Diluted EPS, GAAP",4.95,5.42,2.96,-1.19,1.53,1.24,2.22,1.47,4.24,16.39
Diluted EPS from Cont Ops,5.18,5.60,3.11,-0.68,1.92,1.83,2.92,2.01,5.83,19.28
Dividend per Share,0.44,1.00,1.20,1.20,1.20,1.20,1.20,1.20,1.21,1.51
Cash Flow per Share,4.98,5.50,5.12,2.65,6.99,6.44,6.83,5.73,13.36,18.96
Free Cash Flow per Basic Share,2.18,-1.56,-5.38,-6.84,4.96,4.62,5.00,4.29,10.93,16.69
Cash & Equivalents per Share,6.13,8.26,1.23,4.99,3.58,3.06,1.33,3.19,7.84,11.88
Book Value per Share,13.34,13.14,13.13,10.15,10.48,11.06,9.07,9.02,10.07,19.78
Tangible Book Value per Share,11.97,10.09,8.57,17.79,18.49,15.16,15.15,15.09,19.01,29.47
