,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,16960,35295,64462,87032,115680,114483,108047,112436,124719,120069
ST Debt,0,6308,10999,11605,18473,20748,16240,13769,15613,21110
LT Debt,16960,28987,53463,75427,97207,93735,91807,98667,109106,98959
Total Debt/EBITDA,0.30,0.58,0.78,1.23,1.62,1.40,1.41,1.45,1.04,0.92
Net Debt/EBITDA,0.05,0.35,0.53,0.94,1.33,1.08,0.77,0.96,0.75,0.74
Total Debt/EBIT,0.35,0.67,0.90,1.45,1.89,1.61,1.69,1.70,1.14,1.01
Net Debt/EBIT,0.06,0.41,0.61,1.11,1.56,1.25,0.93,1.12,0.82,0.81
EBITDA to Interest Expense,409.97,157.42,112.53,48.44,30.78,25.25,21.39,26.92,45.46,44.54
EBITDA-CapEx/Interest Expense,343.24,131.86,96.86,39.14,25.27,21.14,18.45,24.38,41.27,40.88
EBIT to Interest Expense,360.29,136.73,97.18,41.23,26.41,21.88,17.88,23.07,41.19,40.75
Interest Expense,136,384,733,1456,2323,3240,3576,2873,2645,2931
Common Equity/Total Assets,59.91,47.65,41.21,39.67,35.76,30.24,26.90,20.30,17.93,17.51
Long-Term Debt/Equity (%),13.73,25.99,44.79,58.81,72.52,87.48,101.46,151.01,172.94,195.29
Long-Term Debt/Capital (%),12.03,19.89,29.03,35.14,38.90,41.64,46.11,55.37,58.14,54.42
Long-Term Debt/Total Assets (%),8.19,12.50,18.41,23.45,25.90,25.63,27.12,30.46,31.08,28.05
Total Debt/Equity (%),13.73,31.64,54.01,67.86,86.30,106.85,119.40,172.08,197.68,236.95
Total Debt/Capital (%),12.03,24.21,35.00,40.55,46.29,50.86,54.26,63.10,66.47,66.03
Total Debt/Total Assets (%),8.19,15.22,22.19,27.05,30.82,31.30,31.92,34.71,35.53,34.04
Net Debt to Equity,2.19,19.23,36.31,51.89,71.16,82.66,65.43,113.90,142.30,190.29
Net Debt/Capital (%),2.13,16.26,26.58,34.27,41.55,44.47,39.40,53.09,58.79,60.95
EBITDA,55756,60449,82487,70529,71501,81801,76477,77344,120233,130541
EBITDA-CapEx,46680,50636,70999,56981,58706,68488,65982,70035,109148,119833
Operating Income (Loss),48999,52503,71230,60024,61344,70898,63930,66288,108949,119437
