,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.93,0.40,0.52,0.85,0.74,0.57,0.95,0.86,0.50,0.31
Current Ratio,1.68,1.08,1.11,1.35,1.28,1.12,1.54,1.36,1.07,0.88
Quick Ratio,1.40,0.82,0.89,1.22,1.09,0.99,1.38,1.22,0.91,0.71
CFO/Avg Current Liab,1.31,1.12,1.13,0.82,0.71,0.71,0.62,0.76,0.90,0.87
Common Equity/Total Assets,59.91,47.65,41.21,39.67,35.76,30.24,26.90,20.30,17.93,17.51
Long-Term Debt/Equity (%),13.73,25.99,44.79,58.81,72.52,87.48,101.46,151.01,172.94,195.29
Long-Term Debt/Capital (%),12.03,19.89,29.03,35.14,38.90,41.64,46.11,55.37,58.14,54.42
Long-Term Debt/Total Assets (%),8.19,12.50,18.41,23.45,25.90,25.63,27.12,30.46,31.08,28.05
Total Debt/Equity (%),13.73,31.64,54.01,67.86,86.30,106.85,119.40,172.08,197.68,236.95
Total Debt/Capital (%),12.03,24.21,35.00,40.55,46.29,50.86,54.26,63.10,66.47,66.03
Total Debt/Total Assets (%),8.19,15.22,22.19,27.05,30.82,31.30,31.92,34.71,35.53,34.04
CFO/Total Liabilities,64.31,49.64,47.49,34.03,26.36,29.95,27.98,31.20,36.14,40.44
CFO/CapEx,5.91,6.09,7.07,4.86,4.97,5.82,6.61,11.04,9.39,11.41
Altman's Z-Score,5.68,5.10,4.30,3.72,3.61,4.17,4.14,6.22,7.01,6.67
