,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,56,56,50,48,43,41,39,39,36,35
Diluted Weighted Avg Shares,58,57,56,50,48,43,42,40,38,36
Basic Weighted Avg Shares,56,56,50,48,43,41,39,39,36,36
Revenue per Share,32.32,35.89,44.47,51.41,64.99,83.77,92.95,105.93,120.58,127.00
EBITDA per Share,6.09,6.86,8.79,10.23,13.18,15.26,17.71,20.34,23.61,23.74
Operating Income per Share,5.63,6.22,8.14,9.44,12.15,13.95,16.17,18.67,21.60,21.50
"Basic EPS, GAAP",2.56,2.93,3.87,4.46,6.48,8.83,10.29,12.64,14.13,12.66
Basic EPS from Cont Ops,2.56,2.93,3.87,4.46,6.48,8.83,10.29,12.64,14.13,12.66
"Diluted EPS, GAAP",2.48,2.86,3.47,4.30,5.83,8.35,9.56,12.39,13.54,12.53
Diluted EPS from Cont Ops,2.48,2.86,3.47,4.30,5.83,8.35,9.56,12.39,13.54,12.53
Dividend per Share,0.61,0.95,1.61,1.54,1.97,2.25,2.72,3.14,3.86,4.41
Cash Flow per Share,3.48,3.46,5.85,5.97,7.90,9.62,12.76,15.25,18.10,13.31
Free Cash Flow per Basic Share,2.75,2.20,4.58,4.76,5.81,6.69,10.57,12.97,15.50,10.86
Cash & Equivalents per Share,0.26,0.56,2.68,0.89,0.83,0.62,4.90,4.34,4.10,1.70
Book Value per Share,-23.11,-22.44,-36.19,-39.11,-63.85,-74.09,-87.64,-84.98,-116.43,-118.41
Tangible Book Value per Share,-23.69,-22.61,-37.02,-40.32,-65.36,-76.11,-90.00,-87.39,-119.54,-121.66
