,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),96.77,72.19,67.68,52.01,37.31,26.69,20.99,17.68,29.70,23.86
Return on Assets (%),12.44,17.25,23.85,26.28,23.97,19.54,17.66,16.38,21.88,14.57
Return on Capital (%),96.77,72.19,67.68,52.01,37.31,26.69,20.99,17.16,24.10,16.81
Return on Invested Capital (%),14.17,19.77,28.14,27.80,26.51,22.30,20.73,19.48,25.27,16.95
Gross Margin (%),42.78,44.63,47.71,50.63,50.44,50.43,47.49,48.06,49.18,47.48
EBITDA Margin (%),25.39,30.03,37.51,41.69,41.33,41.86,39.40,37.84,40.29,40.98
Operating Margin (%),19.61,24.68,31.50,34.16,34.35,34.13,28.39,26.99,31.74,28.40
Incremental Operating Margin (%),39.44,42.84,47.68,316.99,36.12,30.33,73.55,252.13,40.83,-16.98
Pretax Margin (%),19.22,24.67,31.41,36.50,34.43,34.44,28.46,26.57,31.29,26.92
Profit Margin (%),15.52,19.97,24.50,30.26,27.67,23.74,25.28,24.28,29.33,23.25
Net Income to Common Margin (%),15.52,19.97,24.50,30.26,27.67,23.74,25.28,24.28,29.33,23.25
Effective Tax Rate (%),19.27,19.02,22.01,17.11,19.63,31.06,11.18,8.62,6.28,13.64
Dvd Payout Ratio (%),0,9.05,15.42,20.20,21.24,26.48,32.09,37.68,22.73,29.27
Sustainable Growth Rate (%),96.77,65.66,57.24,41.51,29.38,19.62,14.26,11.02,22.95,16.88
