,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,6.07,7.51,7.62,6.89,8.38,6.97,6.02,7.81,8.89,5.93
Days Sales Outstanding,60.12,48.61,47.92,52.97,43.55,52.40,60.59,46.71,41.07,61.56
Inventory Turnover,4.43,5.07,6.33,4.69,3.94,3.90,3.22,2.46,3.07,2.75
Days Inventory Outstanding,82.30,71.96,57.70,77.76,92.53,93.63,113.22,148.25,118.85,132.83
Accounts Payable Turnover,7.65,8.01,6.92,8.86,10.19,7.84,9.00,9.29,11.56,12.58
Accounts Payable Turnover Days,47.69,45.57,52.77,41.18,35.82,46.56,40.54,39.28,31.57,29.02
Cash Conversion Cycle,94.72,75.00,52.85,89.55,100.26,99.47,133.27,155.67,128.34,165.37
Inventory to Cash Days,-22.19,-23.36,-9.78,-24.79,-48.98,-41.24,-52.63,-101.54,-77.77,-71.28
Inventories,230,271,268,424,494,490,610,806,885,1212
Raw Materials,25,45,30,19,25,20,24,38,62,81
Work In Process,128,146,192,256,331,341,336,566,596,805
Finished Goods,76,80,46,150,138,129,249,202,227,326
Other Inventory,0,0,0,0,0,0,0,0,0,0
