,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,48869,52995,61291,70861,67522,101147,129584,153720,201441,232018
- Cash & Cash Equivalents,4644,5738,4801,3379,4546,6055,8384,12277,11258,10203
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,179,212,226,253,301,304,341,421,514,5
+ Total Debt,4998,5093,6147,5161,6659,6577,6823,10167,10133,9039
Enterprise Value,47922,50985,61245,71546,68703,100769,127304,151003,199913,230013
Total Capital,11462,12765,12893,13102,12952,14772,17426,23471,22317,24631
Total Debt/Capital (%),43.60,39.90,47.68,39.39,51.41,44.52,39.15,43.32,45.40,36.70
Total Debt / EV,0.10,0.10,0.10,0.07,0.10,0.07,0.05,0.07,0.05,0.04
EV/Sales,0.46,0.45,0.53,0.60,0.53,0.71,0.83,0.91,1.02,1.01
EV/EBITDA,11.98,12.00,12.89,14.52,12.53,17.03,20.44,21.33,23.55,23.73
EV/EBIT,15.70,15.83,16.90,19.48,16.71,22.49,26.87,27.78,29.80,29.52
EV/Cash Flow to Firm,13.68,12.56,14.02,21.17,10.08,17.11,19.67,16.81,22.00,30.62
EV/Free Cash Flow to Firm,8.58,8.43,9.06,11.87,7.37,11.38,13.44,12.81,15.77,20.17
Diluted Market Cap,49280,53576,61958,71467,68098,101989,130556,154642,202591,233115
Diluted Enterprise Value,49813,53143,63530,73502,70512,102815,129336,152953,201980,231956
EV per Share,109.70,116.49,139.84,163.53,157.14,229.97,289.57,342.21,452.47,519.61
TTM Sales,105156,112640,116199,118719,129025,141576,152703,166761,195929,226954
TTM EBITDA,3999,4249,4751,4927,5481,5917,6229,7080,8489,9693
TTM Operating Income,3053,3220,3624,3672,4111,4480,4737,5435,6708,7793
TTM Cash Flow to Firm,3504,4058,4368,3379,6816,5888,6473,8982,9088,7511
TTM Free Cash Flow to Firm,5587,6051,6761,6028,9318,8857,9471,11792,12676,11402
