,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,354,322,296,280,271,264,256,252,241,232
Diluted Weighted Avg Shares,374,343,314,291,279,270,262,255,251,240
Basic Weighted Avg Shares,370,339,311,288,276,267,260,254,249,237
Revenue per Share,70.73,80.17,86.28,95.89,104.72,113.25,121.47,126.16,140.10,155.63
EBITDA per Share,2.34,2.55,2.63,2.87,2.95,3.00,2.93,3.11,3.50,3.49
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",9.92,10.90,11.07,10.46,7.45,9.44,10.08,10.64,14.74,11.99
Basic EPS from Cont Ops,9.92,10.90,11.07,10.46,7.45,9.44,10.08,10.64,14.74,11.99
"Diluted EPS, GAAP",9.81,10.78,10.96,10.36,7.38,9.35,10.00,10.59,14.60,11.86
Diluted EPS from Cont Ops,9.81,10.78,10.96,10.36,7.38,9.35,10.00,10.59,14.60,11.86
Dividend per Share,1.97,2.15,2.38,2.63,2.84,3.04,3.25,3.40,3.50,3.67
Cash Flow per Share,10.31,10.90,11.06,14.59,13.63,16.38,20.02,25.72,29.27,30.69
Free Cash Flow per Basic Share,10.31,10.90,11.06,14.59,13.63,16.38,20.02,25.72,29.27,30.69
Cash & Equivalents per Share,192.74,211.71,222.06,234.93,250.31,257.29,287.95,317.89,341.65,324.98
Book Value per Share,129.54,152.37,176.13,196.03,207.62,221.35,236.58,247.68,272.43,293.33
Tangible Book Value per Share,58.87,64.93,66.73,69.29,71.62,70.61,84.74,98.68,101.88,74.63
