,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,374,337,298,229,197,196,329,326,325,318
ST Debt,2,27,69,2,0,0,12,12,54,18
LT Debt,371,310,229,226,197,196,317,313,272,300
Total Debt/EBITDA,1.51,1.24,1.07,0.73,0.60,0.57,0.83,0.63,0.37,0.37
Net Debt/EBITDA,0.58,0.30,0.08,0.08,-0.12,-0.41,-0.46,-0.70,-0.58,-0.80
Total Debt/EBIT,2.31,1.85,1.58,1.02,0.85,0.81,1.12,0.80,0.43,0.43
Net Debt/EBIT,0.89,0.45,0.13,0.11,-0.17,-0.58,-0.62,-0.89,-0.68,-0.93
EBITDA to Interest Expense,16.36,20.91,22.29,45.03,50.40,55.02,84.57,75.88,121.47,108.18
EBITDA-CapEx/Interest Expense,5.79,12.27,11.76,20.71,30.28,38.40,57.68,50.24,86.28,72.15
EBIT to Interest Expense,10.72,13.98,15.10,32.07,35.52,38.44,62.57,59.84,104.49,92.91
Interest Expense,15,13,13,7,7,6,5,7,7,8
Common Equity/Total Assets,49.21,55.06,57.97,63.49,64.26,69.34,66.98,66.77,74.70,83.13
Long-Term Debt/Equity (%),40.96,32.34,22.36,20.24,15.39,14.04,20.18,16.89,11.64,11.16
Long-Term Debt/Capital (%),31.04,24.63,17.87,17.15,14.13,12.50,16.73,14.30,9.70,9.01
Long-Term Debt/Total Assets (%),22.21,18.52,13.50,13.18,10.58,9.90,13.56,11.21,8.20,8.29
Total Debt/Equity (%),41.21,35.19,29.12,20.46,15.39,14.04,20.93,17.56,13.93,11.84
Total Debt/Capital (%),31.23,26.79,23.28,17.34,14.13,12.50,17.35,14.86,11.61,9.56
Total Debt/Total Assets (%),22.34,20.15,17.59,13.32,10.58,9.91,14.06,11.66,9.82,8.79
Net Debt to Equity,15.83,8.51,2.30,2.29,-3.04,-10.12,-11.56,-19.43,-21.82,-25.53
Net Debt/Capital (%),14.85,8.13,2.35,2.29,-3.36,-11.48,-12.47,-22.87,-25.00,-28.20
EBITDA,247,272,279,315,328,347,398,516,875,855
EBITDA-CapEx,87,160,147,145,197,242,271,342,621,570
Operating Income (Loss),162,182,189,225,231,242,294,407,752,734
