,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,3984,4009,4031,3931,4058,4071,3965,4096,4121,4139
Diluted Weighted Avg Shares,4087,3958,4002,3999,4001,3997,4004,3973,4034,4014
Basic Weighted Avg Shares,3935,3912,3969,3973,3980,3954,3972,3973,3991,4014
Revenue per Share,37.34,36.83,37.68,38.21,39.39,40.55,39.25,32.00,34.16,39.38
EBITDA per Share,3.02,2.78,3.93,5.47,5.62,5.30,4.67,2.93,3.94,4.80
Operating Income per Share,1.38,0.88,1.93,3.28,3.50,3.20,2.53,1.06,2.45,3.18
"Basic EPS, GAAP",1.82,0.81,1.86,1.16,1.91,0.93,0.01,-0.32,4.49,-0.49
Basic EPS from Cont Ops,1.82,0.81,1.86,1.16,1.92,0.93,0.02,-0.32,4.49,-0.54
"Diluted EPS, GAAP",1.75,0.81,1.84,1.15,1.90,0.92,0.01,-0.32,4.45,-0.49
Diluted EPS from Cont Ops,1.75,0.80,1.84,1.15,1.91,0.92,0.02,-0.32,4.44,-0.54
Dividend per Share,0.40,0.50,0.60,0.85,0.65,0.73,0.60,0.15,0.10,0.50
Cash Flow per Share,2.65,3.71,4.07,4.98,4.55,3.80,4.44,6.11,3.96,1.71
Free Cash Flow per Basic Share,0.98,1.80,2.26,3.22,2.78,1.83,2.52,4.66,2.40,0.00
Cash & Equivalents per Share,9.18,7.77,8.73,9.88,9.59,8.34,8.74,12.20,12.03,10.65
Book Value per Share,5.95,6.14,3.59,3.99,5.24,5.58,5.14,4.46,8.69,7.68
Tangible Book Value per Share,6.69,6.25,7.10,7.39,8.56,8.75,8.26,7.42,11.62,9.86
