,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,9.92,13.38,12.33,13.47,9.42,17.01,10.85,0,13.59,93.77
Price/Earnings Average,8.32,10.53,10.79,10.90,10.73,18.17,10.15,-3.99,15.65,104.35
Price/Earnings High,10.81,13.55,13.20,13.95,13.00,21.28,11.58,-6.50,19.43,134.41
Price/Earnings Low,5.97,8.12,8.74,8.27,7.83,16.19,8.56,-1.89,12.10,83.40
Price/Book Value,2.95,3.66,3.53,3.07,2.16,1.64,1.62,1.75,1.54,1.27
Price/Book Value Average,2.48,2.88,3.09,2.48,2.46,1.75,1.52,1.39,1.78,1.42
Price/Book Value High,3.22,3.71,3.77,3.18,2.98,2.05,1.73,2.27,2.20,1.83
Price/Book Value Low,1.78,2.22,2.50,1.88,1.79,1.56,1.28,0.66,1.37,1.13
Price/Tangible Book Value,2.44,3.69,4.23,12.74,6.54,4.42,3.67,6.88,3.72,3.08
Price/Tangible Book Value Average,2.05,2.91,3.70,10.31,7.45,4.72,3.44,5.50,4.29,3.43
Price/Tangible Book Value High,2.66,3.74,4.53,13.19,9.02,5.53,3.92,8.95,5.32,4.41
Price/Tangible Book Value Low,1.47,2.24,3.00,7.83,5.43,4.21,2.90,2.60,3.31,2.74
Price/Sales,0.98,1.51,1.87,1.85,1.15,0.90,0.95,1.83,1.05,0.56
Price/Sales Average,0.82,1.19,1.63,1.50,1.31,0.96,0.89,1.46,1.21,0.63
Price/Sales High,1.07,1.53,2.00,1.91,1.58,1.13,1.01,2.38,1.50,0.81
Price/Sales Low,0.59,0.92,1.32,1.14,0.95,0.86,0.75,0.69,0.94,0.50
Price/Cash Flow,5.14,7.86,6.60,7.91,5.69,6.22,4.85,-27.91,6.31,3.84
Price/Cash Flow Average,4.31,6.19,5.78,6.40,6.48,6.64,4.53,-22.29,7.27,4.27
Price/Cash Flow High,5.60,7.96,7.06,8.19,7.85,7.78,5.17,-36.29,9.02,5.50
Price/Cash Flow Low,3.09,4.77,4.68,4.86,4.73,5.92,3.82,-10.56,5.62,3.41
Price/Free Cash Flow,3.30,4.74,4.36,5.35,3.48,3.47,3.48,-233.23,4.98,1.78
Price/Free Cash Flow Average,2.77,3.73,3.82,4.33,3.96,3.71,3.25,-186.27,5.74,1.98
Price/Free Cash Flow High,3.60,4.80,4.67,5.54,4.80,4.34,3.71,-303.29,7.12,2.55
Price/Free Cash Flow Low,1.99,2.88,3.09,3.29,2.89,3.30,2.74,-88.27,4.44,1.58
EV/Sales,0.87,1.39,1.71,2.08,1.27,1.00,1.14,2.32,1.22,0.72
EV/Sales Average,0.96,1.28,1.70,1.94,1.61,1.20,1.23,2.50,1.81,1.00
EV/Sales High,1.20,1.61,2.06,2.35,1.88,1.37,1.35,3.43,2.10,1.18
EV/Sales Low,0.73,1.02,1.40,1.58,1.25,1.10,1.09,1.73,1.53,0.87
EV/EBITDA,4.06,6.07,5.79,6.73,5.89,7.07,6.54,0,7.03,6.51
EV/EBITDA Average,4.46,5.61,5.78,6.28,7.48,8.47,7.04,-17.79,10.44,9.04
EV/EBITDA High,5.59,7.06,6.98,7.63,8.76,9.63,7.76,-24.36,12.14,10.69
EV/EBITDA Low,3.40,4.46,4.75,5.11,5.83,7.73,6.24,-12.29,8.84,7.89
EV/EBIT,5.36,7.99,7.18,8.40,7.55,10.71,9.04,0,11.14,10.67
EV/EBIT Average,5.90,7.38,7.17,7.83,9.58,12.82,9.73,-9.69,16.54,14.82
EV/EBIT High,7.39,9.28,8.67,9.52,11.22,14.57,10.72,-13.26,19.24,17.52
EV/EBIT Low,4.50,5.86,5.89,6.38,7.47,11.71,8.63,-6.69,14.01,12.93
Last Price,36.02,59.77,81.44,88.73,73.51,60.31,67.68,52.90,51.94,42.94
High Price,39.26,60.51,87.17,91.89,101.43,75.46,72.22,68.79,74.25,61.55
Low Price,21.66,36.28,57.71,54.51,61.10,57.42,53.39,20.02,46.26,38.19
Enterprise Value,4493,7445,9552,12318,9994,8297,10011,8278,7510,6934
Enterprise Value Average,4942,6883,9537,11485,12681,9935,10774,8931,11150,9631
Enterprise Value High,6190,8652,11525,13960,14857,11294,11869,12228,12965,11387
Enterprise Value Low,3769,5465,7837,9350,9894,9072,9553,6170,9440,8407
