,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.84,0.73,0.74,0.62,0.60,0.42,0.48,0.78,0.78,0.54
Current Ratio,1.12,1.05,0.92,0.81,0.80,0.61,0.64,0.94,0.98,0.67
Quick Ratio,0.94,0.88,0.85,0.74,0.73,0.54,0.58,0.90,0.92,0.60
CFO/Avg Current Liab,0.64,0.63,0.91,0.64,0.61,0.42,0.56,-0.06,0.25,0.33
Common Equity/Total Assets,28.71,34.70,44.25,35.77,39.03,41.56,39.51,26.80,30.41,30.12
Long-Term Debt/Equity (%),37.16,32.25,23.68,89.97,65.38,43.11,62.41,120.63,90.82,87.84
Long-Term Debt/Capital (%),29.60,23.27,15.96,40.42,33.45,24.36,32.41,41.11,41.45,41.00
Long-Term Debt/Total Assets (%),12.92,11.10,8.74,26.43,21.05,14.82,20.80,25.81,24.74,23.47
Total Debt/Equity (%),42.93,37.75,28.45,100.82,74.25,56.07,74.05,168.15,107.50,101.55
Total Debt/Capital (%),34.20,27.24,19.18,45.29,37.99,31.68,38.45,57.30,49.06,47.39
Total Debt/Total Assets (%),14.92,12.99,10.50,29.62,23.91,19.27,24.68,35.97,29.29,27.13
CFO/Total Liabilities,25.75,25.41,38.43,19.67,21.82,16.69,19.88,-2.12,10.15,13.55
CFO/CapEx,1.73,1.48,1.91,2.04,1.55,1.24,2.47,-1.14,3.53,0.85
Altman's Z-Score,2.56,3.03,3.61,2.85,2.76,2.41,2.24,0.81,1.58,1.62
