,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,64657,68775,74510,80403,84526,94507,108942,103564,116385,121427
+ Sales & Services Revenue,64657,68775,74510,80403,84526,94507,108942,103564,116385,121427
- Cost of Revenue,19670,20912,22550,24463,25384,29692,34440,33121,38450,38213
+ Cost of Goods & Services,19670,20912,22550,24463,25384,29692,34440,33121,38450,38213
Gross Profit,44987,47863,51960,55940,59142,64815,74502,70443,77935,83214
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,31424,32959,35962,39081,41155,45806,53377,52950,57118,60590
"+ Selling, General & Admin",4969,5078,5943,6114,6317,7036,7617,6741,7695,8506
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,26455,27881,30019,32967,34838,38770,45760,46209,49423,52084
Operating Income (Loss),13563,14904,15998,16859,17987,19009,21125,17493,20817,22624
- Non-Operating (Income) Loss,2448,2439,2626,2506,2665,3767,4129,3428,1724,13340
"+ Interest Expense, Net",2574,2617,2702,2942,3086,3542,4567,4588,4281,3896
+ Interest Expense,2574,2617,2702,2942,3086,3542,4567,4588,4281,3896
- Interest Income,0,0,0,0,0,0,0,0,0,0
+ Other Non-Op (Income) Loss,-126,-178,-76,-436,-421,225,-438,-1160,-2557,9444
Pretax Income,11115,12465,13372,14353,15322,15242,16996,14065,19093,9284
- Income Tax Expense (Benefit),3980,3873,4959,5308,-7578,3380,3673,3364,5259,4359
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,7135,8592,8413,9045,22900,11862,13323,10701,13834,4925
- Net Extraordinary Losses (Gains),638,424,500,700,372,262,532,334,-650,-890
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,638,424,500,700,372,262,532,334,-650,-890
Income (Loss) Incl. MI,6497,8168,7913,8345,22528,11600,12791,10367,14484,5815
- Minority Interest,-319,-212,-250,-350,-186,-131,-266,-167,325,445
"Net Income, GAAP",6816,8380,8163,8695,22714,11731,13057,10534,14159,5370
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",6816,8380,8163,8695,22714,11731,13057,10534,14159,5370
Basic Weighted Avg Shares,4745,4672,4972,4819,4645,4526,4548,4574,4533,4220
"Basic EPS, GAAP",1.44,1.79,1.64,1.80,4.89,2.59,2.87,2.30,3.12,1.27
Basic EPS from Cont Ops,1.50,1.84,1.69,1.88,4.93,2.62,2.93,2.34,3.05,1.17
Diluted Weighted Avg Shares,5330,5240,5036,4875,4786,4640,4610,4624,4654,4430
"Diluted EPS, GAAP",1.28,1.60,1.62,1.78,4.75,2.53,2.83,2.28,3.04,1.21
Diluted EPS from Cont Ops,1.34,1.64,1.67,1.86,4.78,2.56,2.89,2.31,2.97,1.11
EBITDA,29683,22923,24678,26417,27812,29685,34078,30593,34621,36445
EBITDA Margin (%),45.91,33.33,33.12,32.86,32.90,31.41,31.28,29.54,29.75,30.01
EBITA,13563,14904,15998,16859,17987,19009,21125,17493,20817,22624
EBIT,13563,14904,15998,16859,17987,19009,21125,17493,20817,22624
Gross Margin (%),69.58,69.59,69.74,69.57,69.97,68.58,68.39,68.02,66.96,68.53
Operating Margin (%),20.98,21.67,21.47,20.97,21.28,20.11,19.39,16.89,17.89,18.63
Profit Margin (%),10.54,12.18,10.96,10.81,26.87,12.41,11.99,10.17,12.17,4.42
Sales per Employee,475419,494784,486993,505679,515402,513625,573379,616452,615794,652833
Dividend per Share,0.41,0.48,0.49,0.54,0.62,0.74,0.82,0.91,1.00,1.12
Depreciation Expense,16120,8019,8680,9558,9825,10676,12953,13100,13804,13821
