,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,10.75,10.93,11.16,11.06,10.59,8.19,9.82,10.74,11.55,10.68
Days Sales Outstanding,33.96,33.39,32.71,33.01,34.45,44.58,37.17,33.98,31.60,34.17
Inventory Turnover,12.59,12.33,12.39,12.56,12.51,8.33,7.47,7.25,6.89,6.10
Days Inventory Outstanding,28.99,29.60,29.45,29.05,29.19,43.83,48.89,50.35,52.97,59.84
Accounts Payable Turnover,9.03,8.91,9.06,8.88,8.15,2.97,1.76,1.52,1.45,1.50
Accounts Payable Turnover Days,40.41,40.96,40.29,41.11,44.79,122.91,207.94,240.87,251.84,242.91
Cash Conversion Cycle,22.54,22.03,21.88,20.96,18.85,-34.50,-121.88,-156.54,-167.27,-148.90
Inventory to Cash Days,4.97,3.79,3.26,3.96,5.27,0.75,-11.72,-16.38,-21.37,-25.67
Inventories,200,204,209,202,229,626,654,762,894,1314
Raw Materials,108,110,119,99,105,204,215,260,330,475
Work In Process,4,5,4,5,7,7,8,6,6,8
Finished Goods,122,126,123,130,149,415,447,520,577,858
Other Inventory,0,0,0,0,0,13,0,0,0,0
