,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2574,2591,3382,4478,4479,15990,14420,13488,11882,11967
ST Debt,66,3,507,10,79,1484,1593,2345,304,895
LT Debt,2508,2588,2875,4468,4400,14506,12827,11143,11578,11072
Total Debt/EBITDA,2.01,1.83,2.22,2.70,2.77,9.41,4.69,4.22,3.30,3.43
Net Debt/EBITDA,1.89,1.66,1.62,1.62,2.62,9.17,4.66,4.14,3.14,3.27
Total Debt/EBIT,2.46,2.20,2.61,3.12,3.23,12.93,6.06,5.30,4.11,4.30
Net Debt/EBIT,2.31,1.99,1.90,1.88,3.05,12.59,6.03,5.20,3.91,4.11
EBITDA to Interest Expense,10.41,12.98,13.03,11.27,9.86,3.76,4.70,5.30,7.20,5.04
EBITDA-CapEx/Interest Expense,8.91,11.41,11.50,10.03,8.59,3.36,4.15,4.44,6.29,4.49
EBIT to Interest Expense,8.50,10.83,11.09,9.75,8.46,2.74,3.64,4.22,5.79,4.02
Interest Expense,123,109,117,147,164,452,654,604,500,693
Common Equity/Total Assets,17.01,21.43,24.43,23.16,26.47,2.44,3.22,4.17,6.35,6.85
Long-Term Debt/Equity (%),110.14,112.82,131.70,209.37,179.52,64.38,55.15,46.76,46.36,44.07
Long-Term Debt/Capital (%),63.19,59.30,51.81,66.23,61.69,84.43,80.09,71.59,76.70,71.34
Long-Term Debt/Total Assets (%),30.58,31.28,32.42,45.63,43.90,29.65,25.90,22.38,22.88,21.36
Total Debt/Equity (%),113.04,112.95,154.92,209.84,182.74,70.96,62.00,56.60,47.58,47.63
Total Debt/Capital (%),64.85,59.37,60.95,66.38,62.80,93.06,90.03,86.66,78.71,77.11
Total Debt/Total Assets (%),31.39,31.32,38.13,45.74,44.69,32.69,29.12,27.10,23.48,23.09
Net Debt to Equity,106.32,102.62,113.19,126.10,172.79,69.13,61.68,55.59,45.31,45.50
Net Debt/Capital (%),63.44,57.04,53.28,54.26,59.89,91.09,89.99,86.45,77.88,76.29
EBITDA,1280,1415,1525,1657,1617,1699,3076,3200,3602,3492
EBITDA-CapEx,1096,1244,1345,1475,1409,1519,2711,2683,3147,3113
Operating Income (Loss),1046,1180,1298,1433,1388,1237,2378,2547,2894,2783
