,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,15.88,19.95,23.65,19.85,16.42,47.10,32.39,33.79,24.20,35.18
Price/Earnings Average,15.07,16.28,20.03,20.00,15.53,133.57,31.45,30.01,22.82,36.88
Price/Earnings High,16.38,20.39,23.80,21.63,16.82,234.78,35.90,34.24,24.48,40.76
Price/Earnings Low,13.69,12.87,17.69,17.74,13.82,37.93,27.89,20.16,19.98,32.90
Price/Book Value,6.93,7.91,8.20,7.32,6.58,29.97,25.45,21.58,16.19,14.14
Price/Book Value Average,6.58,6.45,6.95,7.38,6.22,84.99,24.71,19.16,15.27,14.82
Price/Book Value High,7.15,8.08,8.26,7.98,6.74,149.38,28.21,21.87,16.38,16.38
Price/Book Value Low,5.97,5.10,6.14,6.54,5.54,24.13,21.91,12.87,13.36,13.22
Price/Tangible Book Value,-2.84,-4.15,-5.13,-4.72,-3.57,-1.67,-1.93,-2.20,-2.73,-2.77
Price/Tangible Book Value Average,-2.69,-3.39,-4.34,-4.76,-3.37,-4.72,-1.88,-1.96,-2.57,-2.90
Price/Tangible Book Value High,-2.93,-4.24,-5.16,-5.15,-3.66,-8.30,-2.14,-2.23,-2.76,-3.21
Price/Tangible Book Value Low,-2.45,-2.68,-3.83,-4.22,-3.00,-1.34,-1.66,-1.31,-2.25,-2.59
Price/Sales,1.65,2.29,2.88,2.61,2.64,3.71,3.65,3.85,4.09,3.59
Price/Sales Average,1.57,1.87,2.44,2.63,2.50,10.52,3.55,3.42,3.86,3.77
Price/Sales High,1.70,2.34,2.89,2.84,2.71,18.49,4.05,3.90,4.14,4.16
Price/Sales Low,1.42,1.48,2.15,2.33,2.22,2.99,3.14,2.30,3.38,3.36
Price/Cash Flow,11.44,13.73,18.23,17.90,17.02,17.11,16.42,18.23,18.07,17.81
Price/Cash Flow Average,10.86,11.20,15.45,18.04,16.10,48.53,15.94,16.19,17.04,18.67
Price/Cash Flow High,11.80,14.02,18.35,19.51,17.44,85.29,18.19,18.47,18.28,20.63
Price/Cash Flow Low,9.86,8.85,13.63,16.00,14.33,13.78,14.14,10.87,14.92,16.66
Price/Free Cash Flow,9.51,11.76,15.55,15.09,14.24,15.55,14.43,15.22,15.73,15.84
Price/Free Cash Flow Average,9.02,9.59,13.17,15.21,13.47,44.11,14.01,13.51,14.84,16.60
Price/Free Cash Flow High,9.81,12.01,15.65,16.45,14.59,77.53,16.00,15.42,15.92,18.35
Price/Free Cash Flow Low,8.20,7.58,11.63,13.49,11.99,12.52,12.43,9.08,12.99,14.81
EV/Sales,2.02,2.68,3.22,3.00,3.27,6.94,4.94,4.99,4.99,4.39
EV/Sales Average,1.93,2.25,2.79,3.02,3.13,15.75,4.84,4.56,4.76,4.56
EV/Sales High,2.07,2.73,3.24,3.23,3.33,26.06,5.34,5.05,5.04,4.95
EV/Sales Low,1.79,1.86,2.51,2.72,2.86,6.00,4.44,3.44,4.28,4.15
EV/EBITDA,9.45,11.58,13.28,11.64,13.52,30.39,17.87,18.13,17.58,17.66
EV/EBITDA Average,9.06,9.75,11.50,11.72,12.94,68.99,17.49,16.56,16.76,18.35
EV/EBITDA High,9.68,11.79,13.35,12.54,13.79,114.17,19.30,18.32,17.75,19.93
EV/EBITDA Low,8.40,8.06,10.34,10.58,11.81,26.29,16.03,12.49,15.06,16.72
EV/EBIT,11.56,13.88,15.60,13.46,15.75,41.74,23.11,22.78,21.88,22.15
EV/EBIT Average,11.08,11.69,13.51,13.55,15.07,94.75,22.62,20.81,20.86,23.03
EV/EBIT High,11.85,14.14,15.69,14.50,16.06,156.81,24.96,23.01,22.09,25.01
EV/EBIT Low,10.28,9.66,12.15,12.24,13.76,36.11,20.74,15.69,18.75,20.98
Last Price,48.84,72.70,94.65,90.67,97.06,25.41,28.87,31.82,36.68,35.66
High Price,50.37,74.28,95.26,98.80,99.47,126.65,32.00,32.24,37.11,41.31
Low Price,42.10,46.88,70.78,81.05,81.70,20.46,24.86,18.98,30.28,33.35
Enterprise Value,12090,16382,20250,19294,21864,51632,54961,58028,63332,61654
Enterprise Value Average,11595,13797,17532,19421,20922,117209,53786,53007,60370,64080
Enterprise Value High,12393,16687,20365,20783,22297,193970,59364,58619,63941,69612
Enterprise Value Low,10756,11400,15766,17533,19103,44673,49319,39959,54256,58401
