,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),50.38,44.38,38.78,38.20,43.73,30.48,89.96,72.19,81.16,42.45
Return on Assets (%),7.29,8.53,8.91,9.08,10.86,1.99,2.55,2.67,4.28,2.80
Return on Capital (%),0,18.58,16.94,15.36,17.68,7.56,10.47,11.28,16.51,13.17
Return on Invested Capital (%),0,15.79,15.97,15.54,18.82,4.05,4.61,5.13,5.97,6.27
Gross Margin (%),58.33,59.30,59.26,59.91,59.72,52.16,57.03,55.83,55.01,52.10
EBITDA Margin (%),21.34,23.12,24.28,25.73,24.17,22.83,27.66,27.54,28.40,24.84
Operating Margin (%),17.44,19.28,20.66,22.25,20.75,16.62,21.38,21.92,22.82,19.80
Incremental Operating Margin (%),-2300.00,108.06,73.29,85.44,-18.00,-20.08,31.02,33.94,32.58,-8.08
Pretax Margin (%),9.04,17.53,18.85,19.92,17.53,10.63,15.23,15.09,22.06,12.23
Profit Margin (%),10.41,11.49,12.16,13.15,16.08,7.87,11.28,11.40,16.92,10.22
Net Income to Common Margin (%),10.41,11.49,12.16,13.15,16.08,7.87,11.28,11.40,16.92,10.22
Effective Tax Rate (%),0,34.58,35.47,33.83,8.10,25.54,25.97,24.42,23.34,16.52
Dvd Payout Ratio (%),48.40,45.09,46.47,45.57,38.48,39.19,67.30,63.85,44.54,75.31
Sustainable Growth Rate (%),26.00,24.37,20.76,20.79,26.91,18.54,29.41,26.10,45.01,10.48
