,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0,0,0,0,0,0,0,0,0,0
Current Ratio,0,0,0,0,0,0,0,0,0,0
Quick Ratio,0,0,0,0,0,0,0,0,0,0
CFO/Avg Current Liab,0,0,0,0,0,0,0,0,0,0
Common Equity/Total Assets,5.71,5.63,6.75,7.40,8.12,8.63,9.19,7.61,8.18,9.13
Long-Term Debt/Equity (%),47.60,46.65,54.57,53.87,52.07,44.75,50.91,52.69,49.25,59.53
Long-Term Debt/Capital (%),34.80,31.56,35.41,33.45,32.90,28.45,32.18,31.23,32.61,32.18
Long-Term Debt/Total Assets (%),3.99,3.66,4.70,4.71,4.87,4.53,5.09,4.39,4.28,4.97
Total Debt/Equity (%),66.14,67.01,62.84,61.34,57.19,57.22,54.32,67.91,49.71,67.85
Total Debt/Capital (%),48.37,45.33,40.78,38.08,36.14,36.39,34.34,40.25,32.92,36.68
Total Debt/Total Assets (%),5.54,5.26,5.42,5.36,5.35,5.80,5.43,5.65,4.32,5.67
CFO/Total Liabilities,-0.89,-0.22,-0.63,1.03,3.21,4.76,2.57,1.22,-2.34,4.33
CFO/CapEx,-5.09,-1.31,-2.00,3.74,10.88,17.17,7.79,6.31,-8.27,16.29
Altman's Z-Score,0.21,0.20,0.21,0.23,0.26,0.24,0.26,0.20,0.23,0.23
