,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,13479,14423,13282,13015,12764,14185,13348,17792,13603,17093
ST Debt,3780,4381,1748,1585,1144,3092,839,3987,128,2097
LT Debt,9699,10042,11534,11430,11620,11093,12509,13805,13475,14996
Total Debt/EBITDA,19.97,20.63,16.75,14.01,11.76,11.79,9.98,11.78,8.74,14.79
Net Debt/EBITDA,-80.00,-115.82,-79.78,-63.76,-52.14,-51.91,-44.07,-67.97,-61.90,-76.53
Total Debt/EBIT,0,0,0,0,0,0,0,0,0,0
Net Debt/EBIT,0,0,0,0,0,0,0,0,0,0
EBITDA to Interest Expense,-1.64,-1.78,-1.98,-2.17,-1.80,-1.21,-0.97,-4.03,-519.00,-0.75
EBITDA-CapEx/Interest Expense,-0.70,-0.69,-0.22,-0.74,-0.74,-0.60,-0.44,-2.53,-248.67,-0.27
EBIT to Interest Expense,0,0,0,0,0,0,0,0,0,0
Interest Expense,-411,-392,-400,-428,-604,-991,-1375,-375,-3,-1544
Common Equity/Total Assets,5.71,5.63,6.75,7.40,8.12,8.63,9.19,7.61,8.18,9.13
Long-Term Debt/Equity (%),47.60,46.65,54.57,53.87,52.07,44.75,50.91,52.69,49.25,59.53
Long-Term Debt/Capital (%),34.80,31.56,35.41,33.45,32.90,28.45,32.18,31.23,32.61,32.18
Long-Term Debt/Total Assets (%),3.99,3.66,4.70,4.71,4.87,4.53,5.09,4.39,4.28,4.97
Total Debt/Equity (%),66.14,67.01,62.84,61.34,57.19,57.22,54.32,67.91,49.71,67.85
Total Debt/Capital (%),48.37,45.33,40.78,38.08,36.14,36.39,34.34,40.25,32.92,36.68
Total Debt/Total Assets (%),5.54,5.26,5.42,5.36,5.35,5.80,5.43,5.65,4.32,5.67
Net Debt to Equity,-264.98,-376.12,-299.33,-279.16,-253.48,-251.92,-239.79,-391.74,-352.25,-351.20
Net Debt/Capital (%),136.33,127.37,143.86,155.57,166.31,165.87,176.43,134.66,140.37,150.05
EBITDA,675,699,793,929,1085,1203,1337,1510,1557,1156
EBITDA-CapEx,287,272,90,316,448,594,607,950,746,422
Operating Income (Loss),0,0,0,0,0,0,0,0,0,0
