,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,31544,32888,26605,29684,35886,24119,28548,25576,34124,27074
- Cash & Cash Equivalents,67477,95378,76545,72249,69334,76637,72267,120427,109989,105563
+ Preferred Equity and Hybrid Capital,491,1961,2703,3196,3196,3690,2962,2471,1976,1976
+ Minority/Non Controlling Interest,0,0,32,0,0,0,0,0,0,0
+ Total Debt,13479,14423,13282,13015,12764,14185,13348,17792,13603,17093
Enterprise Value,-121137,-141019,-103993,-88352,-74609,-79791,-81224,-133636,-133685,-99999
Total Capital,27869,31821,32570,34174,35320,38985,38872,44209,41321,46601
Total Debt/Capital (%),48.37,45.33,40.78,38.08,36.14,36.39,34.34,40.25,32.92,36.68
Total Debt / EV,-0.11,-0.10,-0.13,-0.15,-0.17,-0.18,-0.16,-0.13,-0.10,-0.17
EV/Sales,0,0,0,0,0,0,0,0,0,0
EV/EBITDA,0,0,0,0,0,0,0,0,0,0
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/Cash Flow to Firm,0,0,0,0,0,0,0,0,0,0
EV/Free Cash Flow to Firm,0,0,0,0,0,0,0,0,0,0
Diluted Market Cap,33072,34219,27536,30784,37113,23899,29848,25862,33376,28709
Diluted Enterprise Value,-20435,-44775,-32992,-25254,-16261,-34863,-26109,-74302,-61034,-57785
EV per Share,0,0,0,0,0,0,0,0,0,0
TTM Sales,9884,10295,10360,10207,11170,11982,11756,11703,12027,12148
TTM EBITDA,675,699,793,929,1085,1203,1337,1510,1557,1156
TTM Operating Income,0,0,0,0,0,0,0,0,0,0
TTM Cash Flow to Firm,-2301,-886,-1748,1858,6479,9598,4542,3219,-6713,10667
TTM Free Cash Flow to Firm,-1913,-459,-1045,2471,7116,10207,5272,3779,-5902,11401
