,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,205,405,825,694,3395,2447,3093,2843,3250,3158
ST Debt,69,20,35,30,380,166,216,105,96,108
LT Debt,136,385,790,664,3015,2281,2876,2738,3155,3051
Total Debt/EBITDA,0.66,1.17,2.28,1.69,8.65,3.93,5.23,3.97,2.87,2.43
Net Debt/EBITDA,-0.71,0.11,1.25,0.54,6.98,3.41,3.22,1.77,1.50,1.36
Total Debt/EBIT,0.74,1.31,2.63,2.00,22.32,6.67,8.15,5.73,3.53,2.85
Net Debt/EBIT,-0.79,0.13,1.44,0.63,18.01,5.79,5.01,2.55,1.85,1.59
EBITDA to Interest Expense,35.11,31.91,17.39,16.31,3.14,4.91,5.75,6.30,9.72,10.73
EBITDA-CapEx/Interest Expense,30.98,28.38,15.17,14.33,2.25,3.91,4.30,5.56,9.21,9.84
EBIT to Interest Expense,31.21,28.29,15.12,13.85,1.22,2.89,3.69,4.37,7.90,9.14
Interest Expense,9,11,21,25,125,127,103,114,117,121
Common Equity/Total Assets,61.19,66.96,66.71,69.45,22.62,28.31,27.81,30.83,41.11,52.84
Long-Term Debt/Equity (%),37.71,238.88,0,1091.35,306.57,268.17,306.46,251.14,850.16,1339.29
Long-Term Debt/Capital (%),10.51,22.91,34.71,28.41,59.80,54.29,56.61,53.71,50.08,43.49
Long-Term Debt/Total Assets (%),7.64,20.22,36.33,28.06,41.40,36.79,40.22,37.43,42.54,41.79
Total Debt/Equity (%),56.74,251.29,-623.11,1140.63,345.18,287.63,329.50,260.72,875.95,1386.49
Total Debt/Capital (%),15.81,24.11,36.25,29.69,67.33,58.23,60.86,55.76,51.60,45.02
Total Debt/Total Assets (%),11.49,21.27,37.94,29.33,46.61,39.46,43.25,38.86,43.83,43.27
Net Debt to Equity,-60.61,24.63,-341.41,361.64,278.60,249.82,202.73,116.12,459.84,774.11
Net Debt/Capital (%),-25.10,3.02,23.76,11.81,60.84,52.53,39.64,28.87,30.78,27.91
EBITDA,310,347,361,410,392,623,591,715,1134,1301
EBITDA-CapEx,274,309,315,360,282,496,442,631,1074,1193
Operating Income (Loss),276,308,314,348,152,367,380,496,922,1109
