,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,92,88,82,83,91,90,89,89,82,79
Diluted Weighted Avg Shares,95,91,85,84,90,92,91,90,86,81
Basic Weighted Avg Shares,93,89,84,83,88,91,90,89,85,80
Revenue per Share,19.18,22.63,25.80,29.61,37.43,43.77,47.27,45.90,55.68,68.30
EBITDA per Share,3.34,3.89,4.31,4.96,4.43,6.85,6.58,8.01,13.34,16.23
Operating Income per Share,2.97,3.45,3.75,4.21,1.72,4.04,4.23,5.56,10.84,13.83
"Basic EPS, GAAP",1.97,2.06,2.09,2.34,0.04,1.35,2.60,2.99,9.33,10.07
Basic EPS from Cont Ops,1.97,2.06,2.09,2.34,0.04,1.35,2.60,2.99,9.33,10.07
"Diluted EPS, GAAP",1.93,2.03,2.06,2.31,0.04,1.33,2.56,2.96,9.21,9.96
Diluted EPS from Cont Ops,1.93,2.03,2.06,2.31,0.04,1.33,2.56,2.96,9.21,9.96
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,3.39,3.88,4.12,4.43,2.88,5.19,6.30,10.11,15.44,13.74
Free Cash Flow per Basic Share,3.00,3.45,3.57,3.82,1.62,3.79,4.64,9.17,14.73,12.39
Cash & Equivalents per Share,4.61,4.17,4.53,5.74,5.93,1.74,3.15,8.02,9.18,8.82
Book Value per Share,11.87,14.57,17.62,19.89,18.14,19.57,22.31,25.39,37.01,48.71
Tangible Book Value per Share,-1.78,-5.21,-11.47,-9.13,-36.29,-34.73,-32.80,-29.96,-39.99,-41.52
