,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,185,203,204,203,198,188,165,164,152,149
Diluted Weighted Avg Shares,184,193,204,204,210,207,187,166,160,150
Basic Weighted Avg Shares,184,192,203,204,201,194,176,164,160,150
Revenue per Share,11.06,11.39,10.29,11.69,12.99,14.37,16.10,17.03,18.20,21.00
EBITDA per Share,0.71,0.67,0.74,0.60,0.89,1.00,1.07,0.53,-0.09,0.73
Operating Income per Share,0,0,0,0,0,0,0,0,0,0
"Basic EPS, GAAP",0.92,1.73,1.21,2.07,2.75,4.39,4.44,3.08,6.88,5.85
Basic EPS from Cont Ops,1.43,2.11,1.52,2.30,2.95,4.57,4.64,3.29,7.06,6.04
"Diluted EPS, GAAP",0.91,1.73,1.21,2.06,2.63,4.12,4.19,3.05,6.86,5.84
Diluted EPS from Cont Ops,1.43,2.10,1.52,2.30,2.82,4.28,4.38,3.25,7.05,6.04
Dividend per Share,0.65,0.50,0.53,0.53,0.64,1.22,1.48,1.58,1.63,1.79
Cash Flow per Share,4.77,2.36,2.63,2.92,4.62,6.07,3.96,4.39,3.93,9.80
Free Cash Flow per Basic Share,4.29,1.45,1.86,1.96,3.78,5.41,3.30,3.35,2.65,8.53
Cash & Equivalents per Share,70.67,58.44,71.18,76.42,83.49,85.15,91.93,105.72,230.34,93.58
Book Value per Share,30.61,32.02,32.94,34.70,36.59,38.72,40.86,42.63,46.85,50.89
Tangible Book Value per Share,23.88,26.27,27.63,29.06,30.87,31.97,34.98,38.42,39.62,22.79
