,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,32.61,16.55,22.64,20.84,18.49,9.21,11.65,14.01,9.18,8.40
Price/Earnings Average,29.54,16.88,23.51,13.91,16.10,11.88,10.44,11.49,8.23,9.82
Price/Earnings High,34.30,19.24,27.22,21.37,18.99,13.48,11.72,17.02,9.92,12.89
Price/Earnings Low,23.55,14.44,19.55,9.51,13.98,8.67,8.80,7.65,6.12,7.73
Price/Book Value,0.98,0.90,0.83,1.24,1.39,1.04,1.27,1.01,1.35,0.97
Price/Book Value Average,0.88,0.91,0.87,0.83,1.21,1.35,1.14,0.83,1.21,1.13
Price/Book Value High,1.03,1.04,1.00,1.27,1.43,1.53,1.27,1.23,1.46,1.48
Price/Book Value Low,0.70,0.78,0.72,0.57,1.05,0.98,0.96,0.55,0.90,0.89
Price/Tangible Book Value,1.25,1.09,0.99,1.48,1.65,1.26,1.48,1.12,1.59,2.16
Price/Tangible Book Value Average,1.13,1.11,1.03,0.99,1.43,1.63,1.33,0.92,1.43,2.52
Price/Tangible Book Value High,1.31,1.27,1.20,1.52,1.69,1.85,1.49,1.37,1.72,3.31
Price/Tangible Book Value Low,0.90,0.95,0.86,0.68,1.25,1.19,1.12,0.61,1.06,1.98
Price/Sales,2.70,2.52,2.67,3.68,3.91,2.81,3.21,2.54,3.47,2.34
Price/Sales Average,2.44,2.57,2.77,2.46,3.41,3.63,2.88,2.08,3.11,2.73
Price/Sales High,2.84,2.93,3.21,3.78,4.02,4.12,3.23,3.08,3.75,3.59
Price/Sales Low,1.95,2.20,2.30,1.68,2.96,2.65,2.43,1.38,2.31,2.15
Price/Cash Flow,6.26,12.13,10.43,14.72,11.00,6.66,13.07,9.84,16.05,5.02
Price/Cash Flow Average,5.67,12.38,10.83,9.83,9.57,8.58,11.71,8.07,14.39,5.86
Price/Cash Flow High,6.59,14.11,12.55,15.10,11.29,9.74,13.15,11.95,17.35,7.70
Price/Cash Flow Low,4.52,10.59,9.01,6.72,8.31,6.27,9.87,5.37,10.71,4.62
Price/Free Cash Flow,5.70,8.77,8.08,11.10,9.71,6.40,11.86,8.04,12.11,4.45
Price/Free Cash Flow Average,5.16,8.95,8.39,7.41,8.46,8.25,10.63,6.60,10.86,5.20
Price/Free Cash Flow High,6.00,10.20,9.72,11.39,9.98,9.37,11.93,9.77,13.10,6.83
Price/Free Cash Flow Low,4.12,7.66,6.98,5.07,7.34,6.03,8.96,4.39,8.08,4.09
EV/Sales,0,0,0,0,0,0,0,0,0,0.50
EV/Sales Average,0,0.01,0.27,2.28,4.58,5.15,3.35,2.19,0,4.67
EV/Sales High,0,0.39,0.71,3.59,5.19,5.63,3.68,3.19,0.32,5.52
EV/Sales Low,0,0,0,1.51,4.14,4.21,2.93,1.49,0,4.10
EV/EBITDA,0,0,0,0,0,0,0,0,0,14.43
EV/EBITDA Average,-8.26,0.12,3.77,44.12,66.82,74.29,50.53,70.96,60.22,133.93
EV/EBITDA High,-2.10,6.56,9.87,69.57,75.59,81.13,55.52,103.45,-65.89,158.27
EV/EBITDA Low,-16.01,-6.55,-2.73,29.14,60.39,60.62,44.13,48.31,217.11,117.41
EV/EBIT,0,0,0,0,0,0,0,0,0,0
EV/EBIT Average,0,0,0,0,0,0,0,0,0,0
EV/EBIT High,0,0,0,0,0,0,0,0,0,0
EV/EBIT Low,0,0,0,0,0,0,0,0,0,0
Last Price,29.85,28.67,27.47,43.04,50.83,40.43,51.77,43.22,63.13,49.16
High Price,31.40,33.33,33.03,44.15,52.20,59.19,52.08,52.48,68.25,75.44
Low Price,21.56,25.02,23.72,19.65,38.43,38.08,39.11,23.58,42.12,45.21
Enterprise Value,-4262,-3946,-7288,-5035,-1901,-2597,-3339,-8354,-23902,1587
Enterprise Value Average,-1079,15,570,5431,11961,14338,9499,6102,-843,14733
Enterprise Value High,-274,844,1491,8562,13530,15658,10437,8896,922,17409
Enterprise Value Low,-2091,-843,-412,3587,10810,11699,8296,4154,-3040,12915
