,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,11020,10236,13132,13549,15828,17719,24074,33505,36871,27292
- Cash & Cash Equivalents,166,39,138,135,142,140,185,219,280,113
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,26,18
+ Total Debt,1276,1437,3168,2387,3009,2723,3400,3524,3610,3956
Enterprise Value,12127,11630,16158,15797,18691,20302,27290,36810,40227,31154
Total Capital,2530,3091,5330,5140,6317,6666,7628,8287,8877,9973
Total Debt/Capital (%),50.43,46.48,59.44,46.44,47.63,40.85,44.57,42.53,40.67,39.66
Total Debt / EV,0.11,0.12,0.20,0.15,0.16,0.13,0.12,0.10,0.09,0.13
EV/Sales,7.60,6.66,7.81,7.92,8.71,8.48,10.47,13.22,13.42,12.48
EV/EBITDA,16.19,14.47,16.97,15.92,18.00,17.96,26.74,26.36,29.06,17.84
EV/EBIT,19.74,17.61,21.94,20.58,23.33,24.34,39.16,35.46,40.21,22.15
EV/Cash Flow to Firm,21.84,21.80,22.77,25.12,22.27,19.48,25.83,31.25,32.12,26.55
EV/Free Cash Flow to Firm,17.29,17.10,18.45,20.11,18.27,15.94,21.43,25.84,26.45,21.51
Diluted Market Cap,11338,10963,13057,13894,16194,18186,24576,34020,37256,28038
Diluted Enterprise Value,12448,12361,16086,16146,19061,20770,27791,37325,40612,31900
EV per Share,72.42,73.65,95.37,94.64,113.36,123.82,167.26,226.08,248.85,201.38
TTM Sales,1596,1747,2068,1995,2145,2395,2607,2785,2999,2497
TTM EBITDA,749,804,952,992,1039,1130,1021,1396,1384,1747
TTM Operating Income,614,660,737,768,801,834,697,1038,1001,1407
TTM Cash Flow to Firm,555,533,710,629,839,1042,1057,1178,1252,1174
TTM Free Cash Flow to Firm,701,680,876,785,1023,1273,1273,1425,1521,1448
