,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,1800,1700,1600,1600,1500,1500,1781,1807,1818,1781
Diluted Weighted Avg Shares,1813,1759,1709,1639,1578,1507,1666,1808,1828,1827
Basic Weighted Avg Shares,1792,1740,1694,1629,1568,1499,1656,1808,1816,1822
Revenue per Share,25.13,28.05,30.97,34.15,35.16,39.65,42.01,36.17,37.12,45.40
EBITDA per Share,6.50,7.95,9.20,10.37,10.62,11.91,9.67,5.05,4.83,6.55
Operating Income per Share,5.27,6.63,7.81,8.81,8.85,9.90,7.16,2.10,2.01,3.72
"Basic EPS, GAAP",3.42,4.31,4.95,5.76,5.73,8.40,6.68,-1.58,1.10,1.73
Basic EPS from Cont Ops,3.70,4.60,5.23,6.01,5.97,8.72,6.59,-1.35,1.40,1.95
"Diluted EPS, GAAP",3.38,4.26,4.90,5.73,5.69,8.36,6.64,-1.58,1.09,1.72
Diluted EPS from Cont Ops,3.66,4.55,5.18,5.97,5.94,8.67,6.55,-1.35,1.39,1.94
Dividend per Share,0.74,0.87,1.81,1.42,1.56,1.68,1.75,0.88,0,0
Cash Flow per Share,5.27,5.62,6.44,8.11,7.87,9.54,3.99,4.21,3.07,3.30
Free Cash Flow per Basic Share,3.71,3.72,3.92,5.18,5.56,6.56,1.04,1.99,1.10,0.59
Cash & Equivalents per Share,2.18,2.01,2.67,2.88,2.68,2.77,3.04,9.91,8.78,6.52
Book Value per Share,45.11,51.79,58.84,63.72,72.57,79.64,54.13,51.36,52.75,56.17
Tangible Book Value per Share,7.48,7.57,8.54,7.85,5.15,10.58,-0.37,0.36,3.87,8.78
