,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,117342,151011,159072,146880,147855,175410,231459,226606,313932,173558
- Cash & Cash Equivalents,3931,3421,4269,4610,4017,4150,5418,17914,15959,11615
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,2721,3220,4130,4058,4837,5182,13975,13929,13671,13370
+ Total Debt,14288,14840,17336,20170,25291,20874,46986,58628,54406,48369
Enterprise Value,130420,165650,176269,166498,173966,197316,287002,281249,366050,223682
Total Capital,98207,106095,115616,126175,138982,145514,157362,165369,163977,161773
Total Debt/Capital (%),14.55,13.99,14.99,15.99,18.20,14.35,29.86,35.45,33.18,29.90
Total Debt / EV,0.11,0.09,0.10,0.12,0.15,0.11,0.16,0.21,0.15,0.22
EV/Sales,2.90,3.39,3.36,2.99,3.16,3.32,4.13,4.30,5.43,2.70
EV/EBITDA,11.20,11.98,11.32,9.86,10.45,11.06,17.93,30.77,41.74,18.74
EV/EBIT,13.80,14.35,13.33,11.60,12.54,13.30,24.22,74.13,100.04,33.04
EV/Cash Flow to Firm,13.46,16.96,16.05,12.44,13.80,13.33,38.93,28.97,52.60,32.19
EV/Free Cash Flow to Firm,10.44,12.67,11.56,9.17,10.72,10.24,23.43,20.49,34.74,18.81
Diluted Market Cap,118189,156252,169909,150460,155543,176229,216513,226723,315659,178041
Diluted Enterprise Value,131267,170891,187106,170078,181654,198135,272056,281366,367777,228165
EV per Share,72.46,97.44,110.17,104.06,115.98,131.54,161.15,155.64,201.35,125.59
TTM Sales,45041,48813,52465,55632,55137,59434,69570,65388,67418,82722
TTM EBITDA,11642,13828,15578,16885,16655,17848,16011,9139,8770,11933
TTM Operating Income,9450,11540,13224,14358,13873,14837,11851,3794,3659,6770
TTM Cash Flow to Firm,9693,9765,10984,13384,12605,14804,7371,9707,6959,6949
TTM Free Cash Flow to Firm,12489,13076,15249,18157,16228,19269,12247,13729,10537,11892
