,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,19.04,20.61,20.09,15.92,17.21,13.91,19.47,0,157.19,56.46
Price/Earnings Average,16.94,18.36,20.70,17.52,18.33,12.58,18.61,-79.17,155.96,76.02
Price/Earnings High,19.83,21.16,24.67,20.93,20.27,14.03,22.04,-96.85,184.80,104.07
Price/Earnings Low,13.59,14.64,15.87,14.96,15.77,11.52,15.03,-49.92,106.71,52.27
Price/Book Value,1.45,1.72,1.69,1.44,1.36,1.47,2.40,2.44,3.27,1.73
Price/Book Value Average,1.29,1.53,1.74,1.59,1.45,1.33,2.29,2.44,3.25,2.34
Price/Book Value High,1.50,1.76,2.07,1.89,1.60,1.48,2.72,2.99,3.85,3.20
Price/Book Value Low,1.03,1.22,1.33,1.35,1.24,1.22,1.85,1.54,2.22,1.61
Price/Tangible Book Value,8.72,11.74,11.65,11.69,19.12,11.05,-352.83,348.62,44.61,11.09
Price/Tangible Book Value Average,7.76,10.46,12.00,12.87,20.37,9.99,-337.25,348.64,44.26,14.94
Price/Tangible Book Value High,9.08,12.05,14.30,15.36,22.53,11.14,-399.50,426.49,52.44,20.45
Price/Tangible Book Value Low,6.22,8.34,9.20,10.98,17.52,9.15,-272.44,219.82,30.28,10.27
Price/Sales,2.59,3.17,3.21,2.69,2.80,2.95,3.09,3.47,4.65,2.15
Price/Sales Average,2.31,2.82,3.31,2.96,2.99,2.67,2.96,3.47,4.62,2.89
Price/Sales High,2.70,3.25,3.94,3.53,3.30,2.97,3.50,4.24,5.47,3.96
Price/Sales Low,1.85,2.25,2.54,2.53,2.57,2.44,2.39,2.19,3.16,1.99
Price/Cash Flow,12.36,15.80,15.44,11.32,12.52,12.26,32.58,29.76,56.33,29.54
Price/Cash Flow Average,11.00,14.08,15.91,12.45,13.34,11.08,31.14,29.76,55.89,39.78
Price/Cash Flow High,12.87,16.23,18.96,14.87,14.75,12.36,36.89,36.41,66.23,54.46
Price/Cash Flow Low,8.82,11.23,12.20,10.63,11.47,10.15,25.16,18.77,38.24,27.35
Price/Free Cash Flow,9.65,11.94,11.20,8.37,9.74,9.39,18.86,19.48,34.52,16.26
Price/Free Cash Flow Average,8.59,10.63,11.54,9.21,10.38,8.49,18.02,19.48,34.25,21.89
Price/Free Cash Flow High,10.05,12.25,13.75,10.99,11.47,9.47,21.35,23.83,40.58,29.96
Price/Free Cash Flow Low,6.89,8.48,8.85,7.86,8.93,7.78,14.56,12.28,23.43,15.05
EV/Sales,2.90,3.39,3.36,2.99,3.16,3.32,4.13,4.30,5.43,2.70
EV/Sales Average,2.61,3.06,3.45,3.26,3.33,3.04,3.98,4.30,5.39,3.43
EV/Sales High,3.00,3.48,4.05,3.82,3.63,3.34,4.57,5.08,6.25,4.47
EV/Sales Low,2.15,2.50,2.72,2.83,2.93,2.81,3.37,3.02,3.93,2.55
EV/EBITDA,11.20,11.98,11.32,9.86,10.45,11.06,17.93,30.77,41.74,18.74
EV/EBITDA Average,10.09,10.79,11.62,10.73,11.02,10.11,17.29,30.78,41.46,23.78
EV/EBITDA High,11.62,12.27,13.64,12.59,12.02,11.14,19.84,36.31,48.03,31.01
EV/EBITDA Low,8.32,8.82,9.17,9.33,9.70,9.36,14.63,21.61,30.24,17.67
EV/EBIT,13.80,14.35,13.33,11.60,12.54,13.30,24.22,74.13,100.04,33.04
EV/EBIT Average,12.43,12.93,13.69,12.62,13.23,12.16,23.36,74.13,99.37,41.92
EV/EBIT High,14.32,14.70,16.07,14.81,14.44,13.40,26.80,87.47,115.12,54.66
EV/EBIT Low,10.25,10.56,10.80,10.98,11.65,11.26,19.77,52.06,72.49,31.14
Last Price,65.19,88.83,99.42,91.80,98.57,116.94,129.96,125.40,172.68,97.45
High Price,67.89,91.20,122.08,120.65,116.10,117.90,147.15,153.41,203.02,179.63
Low Price,46.53,63.10,78.54,86.25,90.32,96.80,100.35,79.07,117.23,90.23
Enterprise Value,130420,165650,176269,166498,173966,197316,287002,281249,366050,223682
Enterprise Value Average,117506,149168,181082,181255,183571,180448,276782,281259,363599,283823
Enterprise Value High,135280,169679,212525,212658,200261,198756,317617,331865,421208,370045
Enterprise Value Low,96832,121909,142861,157618,161591,167106,234266,197527,265242,210824
