,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sales/Revenue/Turnover,6286,6764,6934,7170,8080,8510,7807,7196,9630,10488
+ Sales & Services Revenue,6286,6764,6934,7170,8080,8510,7807,7196,9630,10488
- Cost of Revenue,4991,5342,5392,5601,6335,6661,6399,5703,7635,8404
+ Cost of Goods & Services,4991,5342,5392,5601,6335,6661,6399,5703,7635,8404
Gross Profit,1295,1423,1541,1569,1745,1849,1408,1494,1995,2083
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,968,993,913,900,975,998,970,838,835,892
"+ Selling, General & Admin",664,674,623,627,662,661,614,487,466,504
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,304,319,290,273,313,337,356,351,368,388
Operating Income (Loss),327,430,628,669,770,852,438,655,1160,1191
- Non-Operating (Income) Loss,153,254,178,32,165,69,599,79,67,71
"+ Interest Expense, Net",134,192,173,40,161,50,57,64,69,81
+ Interest Expense,135,193,174,42,162,54,62,65,71,89
- Interest Income,1,1,1,1,1,4,5,2,2,8
+ Other Non-Op (Income) Loss,18,62,6,-8,3,19,542,15,-2,-11
Pretax Income,175,175,450,637,606,782,-161,577,1094,1121
- Income Tax Expense (Benefit),-9,-21,90,155,2,64,-112,-56,139,137
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,183,196,360,483,604,719,-49,632,955,984
- Net Extraordinary Losses (Gains),-103,-513,-15,3,8,5,3,3,2,2
+ Discontinued Operations,103,513,15,-3,-8,-5,-3,-3,-2,-2
+ Extraord. & Accounting Changes,-206,-1026,-31,7,16,10,6,6,4,3
Income (Loss) Incl. MI,286,710,375,479,596,713,-52,629,953,982
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",286,710,375,479,596,713,-52,629,953,982
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",286,710,375,479,596,713,-52,629,953,982
Basic Weighted Avg Shares,131,128,127,124,124,124,123,130,128,122
"Basic EPS, GAAP",2.18,5.56,2.94,3.85,4.81,5.78,-0.43,4.83,7.46,8.05
Basic EPS from Cont Ops,1.40,1.54,2.82,3.88,4.87,5.82,-0.40,4.85,7.47,8.07
Diluted Weighted Avg Shares,133,130,129,126,126,125,123,132,129,123
"Diluted EPS, GAAP",2.15,5.47,2.90,3.80,4.73,5.69,-0.43,4.77,7.39,7.99
Diluted EPS from Cont Ops,1.38,1.51,2.78,3.83,4.79,5.73,-0.40,4.80,7.40,8.00
EBITDA,632,749,918,942,1083,1188,794,1006,1529,1579
EBITDA Margin (%),10.05,11.07,13.24,13.14,13.41,13.96,10.17,13.98,15.87,15.06
EBITA,327,430,628,669,770,852,438,655,1160,1191
EBIT,327,430,628,669,770,852,438,655,1160,1191
Gross Margin (%),20.60,21.03,22.23,21.89,21.60,21.73,18.04,20.75,20.72,19.86
Operating Margin (%),5.21,6.35,9.06,9.33,9.53,10.01,5.61,9.11,12.05,11.36
Profit Margin (%),4.55,10.49,5.41,6.68,7.38,8.38,-0.67,8.75,9.89,9.36
Sales per Employee,30513,45429,45935,40973,44726,46002,44107,45869,53812,55970
Dividend per Share,2.20,2.18,2.11,2.25,2.53,3.00,2.63,1.55,4.41,4.84
Depreciation Expense,304,319,290,273,313,337,356,351,368,388
