,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Current Assets,1976,1056,820,800,554,893,1101,1871,1179,998
"+ Cash, Cash Equivalents & STI",98,536,275,233,147,457,763,1215,421,368
+ Cash & Cash Equivalents,98,536,275,233,147,457,763,1215,421,368
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,84,78,64,76,84,88,50,68,72,80
"+ Accounts Receivable, Net",84,78,64,76,84,88,50,68,72,80
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,197,164,175,179,205,207,207,191,271,288
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,197,164,175,179,205,207,207,191,271,288
+ Other ST Assets,1598,279,306,312,118,140,81,397,416,262
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,5124,4938,3762,4704,4916,5000,8845,8785,8956,9244
"+ Property, Plant & Equip, Net",1331,911,223,276,198,70,4085,3802,3680,3677
"+ Property, Plant & Equip",3381,3216,2042,2272,2430,2553,6726,6646,6821,7099
- Accumulated Depreciation,2050,2305,1819,1997,2232,2483,2641,2844,3141,3422
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,3794,4027,3540,4429,4718,4930,4760,4983,5276,5567
+ Total Intangible Assets,1447,1447,1447,2152,2135,2135,1843,1844,1844,1844
+ Goodwill,873,872,872,1202,1184,1184,1037,1037,1037,1037
+ Other Intangible Assets,575,575,575,950,951,951,806,806,806,806
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,2346,2580,2093,2277,2583,2796,2916,3140,3433,3723
Total Assets,7101,5995,4583,5504,5470,5893,9946,10656,10136,10242
+ Payables & Accruals,423,404,426,455,511,574,449,578,645,673
+ Accounts Payable,233,199,242,250,277,333,249,305,367,426
+ Accrued Taxes,65,64,49,56,57,66,50,96,97,74
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,126,141,135,149,178,175,150,177,182,173
+ ST Debt,223,15,0,0,0,3,270,184,203,196
+ ST Borrowings,223,15,0,0,0,0,270,0,0,0
+ ST Finance Leases,0,0,0,0,0,3,166,184,203,196
+ Other ST Liabilities,973,778,761,835,873,898,1074,1086,1000,1069
+ Deferred Revenue,300,329,360,389,416,429,468,474,498,512
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,673,449,401,446,458,469,606,612,502,557
Total Current Liabilities,1619,1197,1187,1289,1385,1474,1793,1848,1848,1937
+ LT Debt,2533,1452,440,937,927,928,5205,5018,4657,4553
+ LT Borrowings,2481,1452,440,937,927,928,929,930,901,885
+ LT Finance Leases,52,0,0,0,0,0,4276,4089,3756,3668
+ Other LT Liabilities,792,1012,1004,1177,964,1098,617,976,1433,1550
+ Accrued Liabilities,492,568,505,640,432,511,56,222,201,142
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,300,445,499,536,532,587,561,755,1232,1408
Total Noncurrent Liabilities,3325,2465,1444,2113,1890,2026,5822,5995,6090,6103
Total Liabilities,4944,3661,2631,3403,3275,3500,7615,7843,7938,8040
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,1302,1406,1503,1615,1632,1685,2205,2287,2226,2231
+ Common Stock,1302,1406,1503,1615,1632,1685,2205,2287,2226,2231
+ Additional Paid in Capital,0,0,0,0,0,0,0,0,0,0
- Treasury Stock,8,8,8,8,8,0,0,0,0,0
+ Retained Earnings,996,1026,548,560,658,807,144,522,-26,-32
+ Other Equity,-128,-87,-87,-63,-85,-98,-18,4,-2,3
Equity Before Minority Interest,2157,2334,1952,2102,2195,2393,2331,2813,2198,2202
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,2157,2334,1952,2102,2195,2393,2331,2813,2198,2202
Total Liabilities & Equity,7101,5995,4583,5504,5470,5893,9946,10656,10136,10242
Shares Outstanding,132,127,126,125,124,123,130,131,124,121
Capital Leases - Total,52,0,0,0,0,3,4443,4273,3958,3864
Net Debt,2606,931,165,704,780,470,436,-285,480,517
Net Debt to Equity,120.81,39.91,8.46,33.47,35.52,19.66,18.68,-10.13,21.85,23.49
Tangible Common Equity Ratio,13,19,16,-1,2,7,6,11,4,4
Current Ratio,1.22,0.88,0.69,0.62,0.40,0.61,0.61,1.01,0.64,0.51
Cash Conversion Cycle,5.15,1.84,0.34,-0.90,-0.43,-1.70,-1.56,-2.06,-2.20,-2.41
Number of Employees,206000,148892,150942,175000,180656,185000,177000,156883,178956,187384
