,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,2012,2497,393,4966,724,1630,1011,1110,1295,-2421
+ Depreciation & Amortization,823,1005,759,800,761,785,789,823,890,1403
+ Non-Cash Items,-1300,-1684,293,-3996,550,41,735,209,198,3252
+ Stock-Based Compensation,150,159,126,115,107,115,122,130,146,154
+ Deferred Income Taxes,-224,-78,-50,-302,211,-267,-310,-88,-146,-225
+ Asset Impairment Charge,0,0,0,0,0,0,31,17,0,3156
+ Other Non-Cash Adj,-1226,-1765,217,-3809,232,193,892,150,198,167
+ Chg in Non-Cash Work Cap,-246,-664,-316,-176,-182,-360,-425,-272,-161,-1023
+ (Inc) Dec in Accts Receiv,-36,-125,-4,15,30,-12,-65,-126,-170,-146
+ (Inc) Dec in Inventories,-311,-439,-118,80,76,-197,4,-162,-37,-361
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,-31,-37,-41,-39
+ Inc (Dec) in Accts Payable,349,188,236,-197,84,53,-212,143,212,-349
+ Inc (Dec) in Other,-248,-288,-430,-74,-372,-204,-121,-90,-125,-128
+ Net Cash From Disc Ops,1909,2061,518,30,-16,0,-6,-2,0,0
Cash from Operating Activities,3198,3215,1647,1624,1837,2096,2104,1868,2222,1211
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-706,-925,-911,-719,-616,-659,-696,-709,-743,-679
+ Acq of Fixed Prod Assets,-706,-925,-911,-719,-616,-659,-696,-709,-743,-679
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,0,0,0,-48,0,0,0,0,0,0
+ Dec in LT Investment,0,0,0,0,0,0,0,0,0,0
+ Inc in LT Investment,0,0,0,-48,0,0,0,0,0,0
+ Net Cash From Acq & Div,-3837,356,50,-11,-676,-257,-418,-494,-10502,-263
+ Cash from Divestitures,14,765,84,37,10,11,0,0,0,0
+ Cash for Acq of Subs,-3851,-409,-34,-48,-686,-268,-418,-494,-10502,-263
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-819,-973,-946,63,-18,-22,14,24,45,11
+ Net Cash From Disc Ops,-1014,-621,-946,15,0,0,0,0,0,0
Cash from Investing Activities,-5362,-1542,-1807,-715,-1310,-938,-1100,-1179,-11200,-931
+ Dividends Paid,-1023,-1095,-910,-268,-315,-376,-423,-473,-530,-573
+ Net Cash From Debt,3096,-988,3092,244,632,-5,1883,478,9080,-954
+ Cash From Debt,3636,41,6868,1641,633,0,1883,1885,11903,0
+ Repayments of Debt,-540,-1029,-3776,-1397,-1,-5,0,-1407,-2823,-954
+ Cash (Repurchase) of Equity,-913,-550,0,-292,-564,-2452,-1270,-500,-600,-32
+ Increase in Capital Stock,0,0,0,0,0,0,0,0,0,0
+ Decrease in Capital Stock,-913,-550,0,-292,-564,-2452,-1270,-500,-600,-32
+ Other Financing Activities,485,1231,-2539,-8,308,230,308,150,295,121
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,1645,-1402,-357,-324,61,-2603,498,-345,8245,-1438
Effect of Foreign Exchange Rates,-18,-79,-195,-27,5,-117,-5,57,-47,-76
Net Changes in Cash,-519,271,-517,585,588,-1445,1502,344,-733,-1158
EBITDA,3491,3712,1208,1524,2019,2384,1665,2439,2600,2272
EBITDA Margin (%),22.88,22.27,12.12,15.00,19.12,21.43,14.65,20.89,20.34,15.03
Net Cash Paid for Acquisitions,3837,-356,-50,11,676,257,418,494,10502,263
Free Cash Flow,2492,2290,736,905,1221,1437,1408,1159,1479,532
Free Cash Flow to Firm,2593,2406,854,0,1272,1480,0,1274,1647,0
Free Cash Flow to Equity,5588,1302,3828,1149,1853,1432,3291,1637,10559,-422
Free Cash Flow per Basic Share,4.59,4.23,1.35,1.66,2.25,2.69,2.77,2.28,2.95,1.06
Price/Free Cash Flow,5.29,5.31,8.17,10.43,14.63,12.92,15.46,15.89,14.81,13.59
Cash Flow to Net Income,1.59,1.29,1.70,0.33,2.56,1.29,2.10,1.70,1.73,-0.50
