,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,129,129,127,124,124,122,120,117,115,110
Diluted Weighted Avg Shares,129,129,128,125,124,123,121,118,116,113
Basic Weighted Avg Shares,129,129,128,125,123,123,120,118,116,112
Revenue per Share,18.09,21.57,23.21,24.00,27.20,32.91,34.12,34.10,45.45,55.72
EBITDA per Share,3.60,4.55,5.18,5.40,6.33,8.52,8.91,9.92,14.28,18.84
Operating Income per Share,2.62,3.41,3.89,3.88,4.66,6.65,6.80,7.70,12.03,16.38
"Basic EPS, GAAP",1.59,2.07,2.38,2.37,3.76,4.93,5.11,5.71,8.94,12.26
Basic EPS from Cont Ops,1.59,2.07,2.38,2.37,3.76,4.93,5.11,5.71,8.94,12.26
"Diluted EPS, GAAP",1.59,2.07,2.38,2.37,3.75,4.92,5.10,5.68,8.89,12.18
Diluted EPS from Cont Ops,1.59,2.07,2.38,2.37,3.75,4.92,5.10,5.68,8.89,12.18
Dividend per Share,0,0,0,0,0.27,0.35,0.45,0.60,0.80,1.20
Cash Flow per Share,2.71,3.03,4.32,4.54,4.34,7.32,8.17,7.92,10.49,15.06
Free Cash Flow per Basic Share,0.43,0.19,0.72,1.18,1.25,2.54,4.19,6.01,5.73,8.16
Cash & Equivalents per Share,0.23,0.27,0.09,0.08,1.03,1.56,3.38,6.25,6.23,2.14
Book Value per Share,8.49,10.53,12.24,13.88,17.31,20.83,23.91,26.48,30.48,30.92
Tangible Book Value per Share,9.38,11.42,13.15,14.82,18.27,21.84,25.61,28.42,32.00,33.14
