,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,22.12,25.15,16.45,24.11,23.35,16.58,24.57,33.89,39.83,23.15
Price/Earnings Average,17.83,20.59,19.44,19.25,17.61,19.49,20.66,29.42,30.39,23.13
Price/Earnings High,22.30,26.24,22.69,25.77,23.79,23.02,25.73,37.40,41.77,29.37
Price/Earnings Low,14.46,16.03,15.92,13.75,14.30,15.56,15.39,18.52,21.18,18.87
Price/Book Value,4.15,4.95,3.20,4.12,5.07,3.92,5.25,7.31,11.69,9.18
Price/Book Value Average,3.35,4.05,3.78,3.29,3.82,4.61,4.42,6.35,8.92,9.17
Price/Book Value High,4.19,5.16,4.41,4.40,5.16,5.45,5.50,8.07,12.26,11.64
Price/Book Value Low,2.71,3.15,3.09,2.35,3.10,3.68,3.29,4.00,6.22,7.48
Price/Tangible Book Value,3.76,4.56,2.98,3.86,4.80,3.74,4.90,6.81,11.14,8.56
Price/Tangible Book Value Average,3.03,3.73,3.52,3.08,3.62,4.40,4.12,5.92,8.50,8.55
Price/Tangible Book Value High,3.79,4.76,4.10,4.13,4.89,5.20,5.13,7.52,11.68,10.86
Price/Tangible Book Value Low,2.46,2.91,2.88,2.20,2.94,3.51,3.07,3.72,5.92,6.98
Price/Sales,1.95,2.41,1.69,2.38,3.22,2.48,3.68,5.68,7.84,5.09
Price/Sales Average,1.57,1.98,1.99,1.90,2.43,2.92,3.09,4.93,5.98,5.09
Price/Sales High,1.97,2.52,2.33,2.55,3.29,3.45,3.85,6.27,8.22,6.46
Price/Sales Low,1.27,1.54,1.63,1.36,1.97,2.33,2.31,3.10,4.17,4.15
Price/Cash Flow,13.00,17.18,9.05,12.61,20.19,11.16,15.37,24.43,33.98,18.85
Price/Cash Flow Average,10.48,14.06,10.69,10.06,15.23,13.11,12.93,21.21,25.92,18.83
Price/Cash Flow High,13.11,17.92,12.48,13.47,20.58,15.49,16.09,26.96,35.63,23.91
Price/Cash Flow Low,8.50,10.95,8.76,7.19,12.36,10.47,9.63,13.35,18.07,15.36
Price/Free Cash Flow,7.06,8.86,4.93,7.25,11.80,6.76,10.35,19.81,23.53,13.01
Price/Free Cash Flow Average,5.69,7.25,5.83,5.79,8.90,7.94,8.71,17.20,17.95,13.00
Price/Free Cash Flow High,7.11,9.25,6.80,7.75,12.03,9.38,10.84,21.86,24.67,16.50
Price/Free Cash Flow Low,4.61,5.65,4.77,4.14,7.23,6.34,6.48,10.83,12.51,10.60
EV/Sales,2.02,2.46,1.71,2.40,3.22,2.43,3.57,5.49,7.68,4.97
EV/Sales Average,1.64,2.02,2.01,1.92,2.42,2.86,2.98,4.83,5.88,4.98
EV/Sales High,2.04,2.56,2.34,2.56,3.28,3.38,3.74,6.15,8.11,6.32
EV/Sales Low,1.34,1.58,1.65,1.38,1.97,2.27,2.20,3.01,4.08,4.06
EV/EBITDA,10.14,11.65,7.65,10.64,13.82,9.37,13.67,18.86,24.44,14.71
EV/EBITDA Average,8.24,9.57,9.01,8.52,10.42,11.03,11.44,16.59,18.71,14.72
EV/EBITDA High,10.22,12.14,10.48,11.36,14.09,13.06,14.32,21.15,25.80,18.71
EV/EBITDA Low,6.75,7.49,7.41,6.13,8.45,8.78,8.43,10.34,12.97,12.00
EV/EBIT,13.95,15.51,10.19,14.81,18.76,12.01,17.90,24.30,29.00,16.92
EV/EBIT Average,11.34,12.75,12.00,11.86,14.14,14.15,14.98,21.36,22.20,16.93
EV/EBIT High,14.06,16.17,13.96,15.81,19.12,16.75,18.76,27.25,30.61,21.51
EV/EBIT Low,9.28,9.98,9.87,8.53,11.47,11.26,11.05,13.32,15.40,13.80
Last Price,35.28,52.07,39.13,57.19,87.70,81.74,125.61,193.62,356.27,283.78
High Price,35.56,54.32,53.97,61.13,89.38,113.48,131.50,213.66,373.58,360.00
Low Price,23.05,33.17,37.87,32.61,53.71,76.67,78.66,105.80,189.45,231.31
Enterprise Value,4721,6845,5077,7165,10804,9814,14656,22033,40358,31143
Enterprise Value Average,3837,5625,5977,5739,8142,11558,12265,19375,30899,31163
Enterprise Value High,4757,7136,6956,7652,11012,13682,15360,24709,42603,39594
Enterprise Value Low,3141,4405,4917,4127,6604,9196,9044,12083,21426,25409
