,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4560,6724,4955,7071,10837,9960,15015,22665,40975,31279
- Cash & Cash Equivalents,30,35,11,10,127,190,404,401,463,186
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,191,156,134,105,95,45,45,100,100,100
Enterprise Value,4721,6845,5077,7165,10804,9814,14656,22033,40358,31143
Total Capital,1289,1515,1684,1821,2233,2583,2903,3200,3605,3508
Total Debt/Capital (%),14.85,10.28,7.95,5.77,4.25,1.74,1.55,3.12,2.77,2.85
Total Debt / EV,0.04,0.02,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.00
EV/Sales,2.02,2.46,1.71,2.40,3.22,2.43,3.57,5.49,7.68,4.97
EV/EBITDA,10.14,11.65,7.65,10.64,13.82,9.37,13.67,18.86,24.44,14.71
EV/EBIT,13.95,15.51,10.19,14.81,18.76,12.01,17.90,24.30,29.00,16.92
EV/Cash Flow to Firm,13.24,17.30,9.11,12.61,20.08,10.90,14.89,23.56,33.25,18.40
EV/Free Cash Flow to Firm,7.24,8.97,4.98,7.27,11.74,6.59,10.01,18.99,22.88,12.62
Diluted Market Cap,4560,6729,5012,7134,10841,10056,15150,22943,41473,32089
Diluted Enterprise Value,4721,6850,5134,7229,10808,9911,14792,22641,41111,32003
EV per Share,36.53,53.00,40.10,57.96,87.44,80.55,122.61,188.22,350.90,282.55
TTM Sales,2338,2788,2972,2992,3358,4044,4109,4015,5256,6260
TTM EBITDA,466,588,664,674,782,1047,1072,1168,1652,2117
TTM Operating Income,338,441,498,484,576,817,819,907,1392,1841
TTM Cash Flow to Firm,357,396,557,568,538,900,984,935,1214,1693
TTM Free Cash Flow to Firm,652,763,1019,986,920,1489,1463,1160,1764,2468
