,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,59462,68902,66668,56573,99507,124807,152985,192072,248736,190793
- Cash & Cash Equivalents,3475,4063,5001,18620,9407,3844,3860,6838,9799,9882
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,96,113,115,179,201,198,213,219,222,219
+ Total Debt,6561,7845,9001,22006,27924,19566,18894,19649,19006,17716
Enterprise Value,58021,72400,69659,59983,118022,140485,167952,204792,257715,198558
Total Capital,40684,43215,47607,60777,75309,67836,68807,71640,75226,77901
Total Debt/Capital (%),16.13,18.15,18.91,36.21,37.08,28.84,27.46,27.43,25.27,22.74
Total Debt / EV,0.11,0.11,0.13,0.37,0.24,0.14,0.11,0.10,0.07,0.09
EV/Sales,2.66,3.58,3.41,2.88,4.31,4.59,5.26,5.92,5.98,4.55
EV/EBITDA,13.34,17.46,16.05,13.22,24.86,20.28,22.26,23.58,21.54,17.07
EV/EBIT,22.07,27.86,24.30,18.83,68.38,38.49,37.06,38.23,30.59,23.75
EV/Cash Flow to Firm,17.02,19.44,23.12,17.37,20.73,20.40,25.23,24.52,23.52,20.07
EV/Free Cash Flow to Firm,12.74,15.08,16.89,13.11,17.28,16.97,20.25,19.45,20.07,17.01
Diluted Market Cap,60457,69769,68177,56962,99815,125829,154591,193674,252249,193670
Diluted Enterprise Value,63639,73664,72292,60527,118533,141749,169838,206704,261678,201723
EV per Share,37.48,48.01,47.30,40.73,67.69,80.02,95.29,115.62,146.09,114.26
TTM Sales,21848,20247,20405,20853,27390,30578,31904,34608,43075,43653
TTM EBITDA,4348,4147,4339,4538,4747,6928,7546,8684,11963,11629
TTM Operating Income,2629,2599,2867,3185,1726,3650,4532,5357,8425,8362
TTM Cash Flow to Firm,3409,3725,3013,3453,5693,6886,6657,8351,10955,9894
TTM Free Cash Flow to Firm,4554,4802,4123,4574,6828,8280,8295,10528,12840,11671
