,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.88,0.76,2.60,0.35,0.85,0.29,0.25,0.56,1.17,0.68
Current Ratio,1.59,1.52,3.27,1.40,1.84,1.36,0.98,1.01,1.78,1.43
Quick Ratio,1.30,1.20,3.05,0.78,1.54,1.11,0.86,0.90,1.64,1.24
CFO/Avg Current Liab,2.17,2.27,2.30,1.89,1.75,2.38,2.46,1.28,1.79,1.89
Common Equity/Total Assets,114.04,126.34,117.59,149.04,143.01,153.92,111.44,102.47,107.36,118.09
Long-Term Debt/Equity (%),88.26,116.62,340.33,0,0,0,0,0,0,0
Long-Term Debt/Capital (%),25.28,25.71,35.10,35.85,37.93,38.09,46.64,46.04,45.50,44.37
Long-Term Debt/Total Assets (%),38.58,43.73,63.58,83.41,87.38,94.71,98.66,92.19,90.74,95.25
Total Debt/Equity (%),88.26,116.62,340.33,-1177.50,-903.81,-496.54,-579.22,-657.69,-1072.57,-811.19
Total Debt/Capital (%),25.28,25.71,35.10,35.95,37.93,38.09,47.32,48.83,46.16,44.98
Total Debt/Total Assets (%),38.58,43.73,63.58,83.66,87.38,94.71,100.10,97.79,92.06,96.56
CFO/Total Liabilities,34.54,31.41,21.20,18.24,14.97,17.83,14.58,10.36,15.71,13.09
CFO/CapEx,2.52,2.61,3.60,3.33,2.99,2.54,3.39,3.82,4.48,3.89
Altman's Z-Score,6.26,6.22,5.50,5.87,6.07,6.05,4.36,3.94,4.81,5.05
