,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,17115,14843,12079,13652,14563,18353,27444,28286,45733,43166
- Cash & Cash Equivalents,3225,3954,1980,1030,1205,1246,1001,1254,1874,1325
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,30,31,10,12,15,17,17,17,17,15
+ Total Debt,2461,3400,4390,4396,4471,5320,5626,5577,6006,6433
Enterprise Value,16379,14320,14098,16984,17844,22444,32086,32626,49882,48289
Total Capital,4919,6843,6118,5558,4955,6390,6884,6723,7375,7793
Total Debt/Capital (%),50.03,49.69,71.76,79.09,90.23,83.26,81.73,82.95,81.44,82.55
Total Debt / EV,0.15,0.24,0.31,0.26,0.25,0.24,0.18,0.17,0.12,0.13
EV/Sales,1.88,2.43,2.48,2.81,2.80,3.06,4.07,4.40,6.10,5.30
EV/EBITDA,10.57,12.62,11.56,11.34,10.69,12.74,15.83,18.21,23.70,22.98
EV/EBIT,12.39,14.89,13.18,14.12,13.46,16.02,19.65,23.59,29.92,29.07
EV/Cash Flow to Firm,15.55,0,12.52,13.05,13.54,17.67,15.93,18.21,24.88,23.82
EV/Free Cash Flow to Firm,13.40,0,10.83,10.80,11.55,15.30,14.18,16.24,22.19,21.15
Diluted Market Cap,18191,16585,13985,14348,14716,19307,28265,29071,47061,44300
Diluted Enterprise Value,17457,16062,16405,17726,17997,23398,32907,33411,51210,49423
EV per Share,64.36,65.15,80.88,103.12,110.69,137.27,188.19,192.60,295.68,288.30
TTM Sales,8696,5881,5695,6038,6380,7343,7887,7414,8171,9112
TTM EBITDA,1550,1135,1220,1498,1669,1761,2027,1792,2105,2101
TTM Operating Income,1322,962,1070,1203,1326,1401,1633,1383,1667,1661
TTM Cash Flow to Firm,1053,-514,1126,1302,1318,1270,2014,1792,2005,2027
TTM Free Cash Flow to Firm,1222,-333,1301,1573,1545,1467,2262,2009,2248,2283
