,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,13609,19726,25183,25851,20278,27041,33084,32133,47039,52628
- Cash & Cash Equivalents,231,251,116,147,46,31,40,466,362,109
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1396,1397,1390,1887,2978,3417,5862,6165,5867,6545
Enterprise Value,14774,20872,26457,27591,23210,30427,38905,37832,52543,59064
Total Capital,2244,2220,2070,2177,2366,2509,4974,5026,4501,4170
Total Debt/Capital (%),62.23,62.91,67.16,86.66,125.86,136.21,117.86,122.65,130.33,156.96
Total Debt / EV,0.09,0.07,0.05,0.07,0.13,0.11,0.15,0.16,0.11,0.11
EV/Sales,2.22,2.89,3.32,3.21,2.59,3.19,3.83,3.26,3.94,4.10
EV/EBITDA,11.48,14.25,15.34,14.39,11.85,14.67,17.75,13.84,16.19,17.83
EV/EBIT,13.39,16.43,17.47,16.24,13.45,16.76,20.26,15.64,18.01,19.99
EV/Cash Flow to Firm,15.73,17.05,20.07,18.40,15.82,16.69,21.41,12.78,15.83,18.06
EV/Free Cash Flow to Firm,11.07,12.62,15.28,13.97,12.01,13.07,15.91,11.04,13.96,15.41
Diluted Market Cap,14272,20588,26156,26928,21529,28148,34033,33642,48851,54830
Diluted Enterprise Value,15437,21734,27430,28668,24461,31534,39855,39341,54355,61266
EV per Share,139.46,205.43,270.69,297.15,275.32,384.93,514.49,531.93,783.89,947.26
TTM Sales,6649,7216,7967,8593,8978,9536,10150,11604,13328,14410
TTM EBITDA,1287,1465,1724,1917,1959,2074,2192,2734,3245,3312
TTM Operating Income,1103,1270,1514,1699,1725,1815,1921,2419,2917,2954
TTM Cash Flow to Firm,939,1224,1318,1499,1467,1823,1817,2961,3320,3271
TTM Free Cash Flow to Firm,1335,1654,1732,1975,1933,2327,2445,3427,3763,3834
