,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,309,244,204,239,437,684,608,1567,1531,1556
"+ Cash, Cash Equivalents & STI",221,148,102,97,191,311,300,338,379,524
+ Cash & Cash Equivalents,221,148,102,97,144,275,229,245,342,433
+ ST Investments,0,0,0,0,47,36,71,92,37,92
+ Accounts & Notes Receiv,81,91,96,134,235,358,292,390,370,418
"+ Accounts Receivable, Net",50,58,63,65,217,287,235,337,327,370
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",31,32,34,69,17,70,57,53,43,48
+ Inventories,0,0,0,0,0,0,0,0,0,0
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,0,0,0,0,0,0,0,0
+ Other ST Assets,7,6,6,7,11,15,16,839,783,614
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,133,140,181,238,4829,4637,4506,4950,5283,5443
"+ Property, Plant & Equip, Net",72,72,-90,-99,-70,-95,-18,47,-20,-37
"+ Property, Plant & Equip",342,360,65,61,79,77,100,194,218,222
- Accumulated Depreciation,270,288,156,160,149,172,119,147,237,260
+ LT Investments & Receivables,15,12,48,73,83,86,61,43,246,253
+ LT Investments,15,12,48,73,83,86,61,43,246,253
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,46,56,223,264,4817,4646,4463,4860,5057,5227
+ Total Intangible Assets,46,56,8,35,4610,4412,4272,4624,4694,4786
+ Goodwill,0,0,8,26,2707,2691,2682,2895,3025,3123
+ Other Intangible Assets,46,56,0,9,1903,1720,1590,1729,1669,1663
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,0,0,215,229,207,235,191,236,363,442
Total Assets,442,384,385,477,5266,5321,5114,6517,6815,6999
+ Payables & Accruals,106,70,68,82,262,284,275,407,344,571
+ Accounts Payable,53,59,60,75,154,199,172,250,295,420
+ Accrued Taxes,0,2,2,0,3,4,4,4,8,4
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,53,9,6,7,106,81,99,153,41,147
+ ST Debt,0,0,0,0,0,300,0,69,0,305
+ ST Borrowings,0,0,0,0,0,300,0,69,0,305
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other ST Liabilities,1,2,6,3,72,12,7,838,825,602
+ Deferred Revenue,1,2,4,3,15,9,5,10,15,12
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,0,2,0,57,4,2,827,810,590
Total Current Liabilities,107,72,74,85,334,596,282,1313,1169,1477
+ LT Debt,0,0,0,0,1238,916,914,1267,1429,1567
+ LT Borrowings,0,0,0,0,1238,916,868,1135,1299,1437
+ LT Finance Leases,0,0,0,0,0,0,47,132,129,129
+ Other LT Liabilities,50,62,51,74,583,569,562,587,612,490
+ Accrued Liabilities,14,14,5,0,488,437,400,378,373,223
+ Pension Liabilities,2,2,2,2,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,34,47,44,72,95,132,163,209,239,267
Total Noncurrent Liabilities,50,62,51,74,1821,1484,1477,1854,2040,2056
Total Liabilities,157,134,125,159,2155,2080,1758,3168,3210,3534
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,92,111,125,140,2625,2661,2693,2715,1511,1456
+ Common Stock,1,1,1,1,1,1,1,1,1,1
+ Additional Paid in Capital,91,110,124,139,2624,2660,2691,2713,1509,1455
- Treasury Stock,156,332,468,532,558,720,887,1250,107,131
+ Retained Earnings,349,472,604,711,993,1288,1513,1810,2146,2171
+ Other Equity,-1,-1,-1,-1,51,12,38,75,56,-31
Equity Before Minority Interest,285,250,260,318,3111,3241,3356,3349,3605,3465
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,285,250,260,318,3111,3241,3356,3349,3605,3465
Total Liabilities & Equity,442,384,385,477,5266,5321,5114,6517,6815,6999
Shares Outstanding,87,84,82,81,113,112,111,107,107,106
Capital Leases - Total,0,0,0,0,0,0,47,132,129,129
Net Debt,-221,-148,-102,-97,1094,940,638,959,957,1309
Net Debt to Equity,-77.80,-59.15,-39.38,-30.60,35.18,29.01,19.02,28.62,26.56,37.78
Tangible Common Equity Ratio,60,59,67,64,-229,-129,-109,-67,-51,-60
Current Ratio,2.87,3.40,2.76,2.80,1.31,1.15,2.16,1.19,1.31,1.05
Cash Conversion Cycle,-285.98,-275.85,-87.93,-92.77,-5.95,-2.85,-5.22,-1.65,-8.46,-26.79
Number of Employees,650,520,564,553,889,842,823,1010,1196,1543
