,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,20.55,18.35,15.01,15.21,16.90,12.04,13.45,14.42,14.56,15.82
Price/Earnings Average,18.44,17.12,16.15,14.37,13.00,14.53,11.91,12.34,14.07,18.62
Price/Earnings High,20.69,18.71,18.16,15.96,17.09,16.80,13.93,14.88,16.51,28.85
Price/Earnings Low,16.32,15.15,13.71,12.72,10.52,11.15,9.57,7.96,10.72,13.57
Price/Book Value,5.85,5.04,4.49,4.24,5.16,3.95,4.41,4.82,5.59,2.89
Price/Book Value Average,5.25,4.70,4.83,4.01,3.97,4.76,3.91,4.12,5.40,3.41
Price/Book Value High,5.89,5.14,5.43,4.45,5.22,5.50,4.57,4.97,6.33,5.28
Price/Book Value Low,4.64,4.16,4.10,3.55,3.21,3.65,3.14,2.66,4.11,2.48
Price/Tangible Book Value,5.26,4.80,4.41,3.66,4.18,3.98,3.79,3.96,6.83,3.81
Price/Tangible Book Value Average,4.72,4.48,4.74,3.46,3.22,4.81,3.36,3.39,6.60,4.49
Price/Tangible Book Value High,5.30,4.89,5.33,3.84,4.23,5.56,3.93,4.09,7.74,6.95
Price/Tangible Book Value Low,4.18,3.96,4.03,3.06,2.60,3.69,2.70,2.19,5.02,3.27
Price/Sales,6.18,5.67,4.37,4.38,5.28,4.12,5.10,5.51,5.85,3.80
Price/Sales Average,5.54,5.29,4.70,4.14,4.06,4.97,4.52,4.72,5.66,4.47
Price/Sales High,6.22,5.78,5.29,4.59,5.34,5.74,5.29,5.69,6.63,6.93
Price/Sales Low,4.91,4.68,3.99,3.66,3.29,3.81,3.63,3.04,4.31,3.26
Price/Cash Flow,17.46,17.47,12.18,108.37,110.28,13.66,18.83,17.84,13.01,10.45
Price/Cash Flow Average,15.67,16.30,13.11,102.42,84.82,16.48,16.67,15.26,12.57,12.29
Price/Cash Flow High,17.58,17.82,14.74,113.75,111.51,19.05,19.50,18.40,14.74,19.05
Price/Cash Flow Low,13.86,14.43,11.13,90.67,68.66,12.65,13.39,9.84,9.57,8.96
Price/Free Cash Flow,16.58,16.39,11.35,59.09,61.88,12.61,16.83,16.21,12.28,9.54
Price/Free Cash Flow Average,14.87,15.29,12.21,55.85,47.60,15.22,14.90,13.87,11.87,11.22
Price/Free Cash Flow High,16.69,16.72,13.73,62.03,62.57,17.59,17.43,16.72,13.92,17.39
Price/Free Cash Flow Low,13.16,13.54,10.37,49.44,38.53,11.68,11.96,8.94,9.04,8.18
EV/Sales,5.87,5.32,4.02,4.24,5.18,3.92,5.01,5.42,5.91,3.68
EV/Sales Average,5.22,4.94,4.35,4.00,3.94,4.76,4.42,4.63,5.72,4.35
EV/Sales High,5.91,5.43,4.92,4.46,5.24,5.52,5.19,5.60,6.70,6.79
EV/Sales Low,4.58,4.33,3.65,3.53,3.15,3.62,3.53,2.96,4.35,3.14
EV/EBITDA,11.83,10.58,8.34,9.26,11.26,8.40,10.92,11.47,11.59,7.60
EV/EBITDA Average,10.53,9.82,9.02,8.74,8.57,10.20,9.64,9.79,11.20,8.98
EV/EBITDA High,11.92,10.81,10.21,9.74,11.40,11.83,11.31,11.84,13.14,14.01
EV/EBITDA Low,9.23,8.61,7.57,7.71,6.86,7.76,7.70,6.26,8.53,6.49
EV/EBIT,12.49,11.20,8.89,9.95,12.05,8.98,11.79,12.26,12.23,9.57
EV/EBIT Average,11.12,10.40,9.62,9.39,9.17,10.89,10.41,10.46,11.82,11.30
EV/EBIT High,12.58,11.44,10.89,10.46,12.19,12.64,12.22,12.65,13.86,17.64
EV/EBIT Low,9.74,9.12,8.07,8.28,7.34,8.29,8.32,6.69,9.00,8.17
Last Price,83.36,86.91,72.09,75.26,104.93,91.34,121.81,149.58,198.14,109.06
High Price,83.92,88.64,87.22,79.00,106.10,127.43,126.16,154.33,224.56,198.87
Low Price,66.18,71.78,65.88,62.97,65.33,84.59,86.61,82.51,145.82,93.53
Enterprise Value,20448,21187,16884,17905,24810,21060,28137,33663,45373,23885
Enterprise Value Average,18203,19664,18262,16894,18872,25553,24851,28732,43848,28212
Enterprise Value High,20595,21639,20674,18820,25096,29652,29160,34746,51428,44030
Enterprise Value Low,15946,17236,15329,14896,15103,19453,19857,18373,33383,20401
